SGS GEOSOL LABORATÓRIOS LTDA.;;;;;Final Report;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Client:;CPRM - Cia de Pesquisa de Recursos Minerais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
File Created:;19/8/2010 20:12:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Job Number:;GQ1005404;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Number of Samples:;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Project:;C.C. 4068-500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Shipment ID:;Lote 1562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P.O. Number:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Received:;19/8/2010 20:12:55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Method;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B
RG-L-056;IBY700;SOLO;0,06;5,55;11;371;2,6;0,48;0,19;<0.02;93,99;16,9;49;7;23,2;4,01;18,2;4,49;0,07;2,39;43;85;0,51;0,63;0,08;0,31;0,08;3,6;24;185;27,9;115;<0.1;0,01;0,2;11,2;<2;2,2;17;0,09;0,97;<0.05;16,3;0,47;0,8;5,1;64;0,3;23,4;3,3;45;143
RG-L-057;IBY701;SOLO;0,07;4,69;8;321;2,1;0,39;0,24;0,03;99,17;18,7;39;5;26,7;3,23;13,8;5,93;0,04;1,82;47,6;62;0,53;0,54;0,1;0,36;0,07;23;20,7;260;25,6;91,9;<0.1;0,02;0,63;10,6;<2;3,4;19,3;0,28;0,96;<0.05;17,1;0,9;0,67;4,8;77;3;24,9;3,5;44;194
RG-L-058;IBY702;SOLO;0,1;7,64;15;401;2,8;0,48;0,23;0,05;104,7;20;50;8;26,9;4,78;19;5,83;0,08;2,34;46,1;102;0,55;0,68;0,1;0,47;0,1;10,4;26,1;222;29,4;125;<0.1;0,01;0,33;14,5;<2;3,3;18,9;0,24;1,04;<0.05;18,6;0,7;0,87;4,8;99;0,8;25,3;3,5;48;188
RG-L-059;IBY703;SOLO;0,03;8,96;18;420;3,3;0,54;0,24;0,04;104,17;19,5;59;10;27;5,43;22,2;5,48;0,09;2,58;48,9;131;0,56;0,79;0,1;0,45;0,09;12,7;32,3;228;30,1;144;<0.1;0,01;0,46;16,2;<2;4;16,8;0,45;1,11;<0.05;17,9;0,61;0,98;5,3;114;1,1;26,5;3,7;52;182
RG-L-060;IBY704;SOLO;0,09;8,35;18;357;3,3;0,54;0,29;0,07;110,92;18,1;72;10;30,4;5,15;22;5,44;0,08;2,2;51,5;113;0,59;0,78;0,1;0,52;0,19;9,1;35;215;31,6;143;<0.1;0,02;0,24;15,4;<2;4;14,7;0,35;1,17;<0.05;18,5;0,45;0,93;3,5;118;0,8;28,4;3,7;55;174
RG-L-061;IBY705;SOLO;0,07;7,75;13;393;2,8;0,49;0,47;0,06;111,8;19,5;45;8;32,2;4,44;19,3;5,01;0,08;2,45;52,6;109;0,57;0,78;0,11;0,23;0,09;3,8;28,3;300;28,2;129;<0.1;0,02;0,31;13,7;<2;2,8;16,6;0,11;1,1;<0.05;18,1;0,5;0,82;4;86;0,3;28,3;3,6;57;164
RG-L-062;IBY706;SOLO;0,11;9,4;11;479;3,1;0,57;0,27;0,04;128,42;21,4;54;10;28,3;5,3;22,8;5,93;0,11;2,87;56,1;136;0,63;0,85;0,1;0,26;0,08;5,7;92,8;259;33,2;152;<0.1;0,02;0,27;16,6;<2;3,1;21,3;0,11;1,22;<0.05;22,5;0,57;0,99;5,5;97;0,3;30,2;4,2;63;197
RG-L-063;IBY707;SOLO;0,09;7,09;17;388;2,8;0,57;0,18;<0.02;82,27;18,8;52;10;26,4;4,84;22,8;5,78;0,08;2,35;28,9;122;0,49;0,65;0,09;0,56;0,11;14,1;31,2;221;30,2;132;<0.1;0,01;0,42;14,7;<2;4;16;0,69;0,88;<0.05;13,9;0,6;0,97;4,5;106;1,3;18,9;3,2;53;179
RG-L-064;IBY708;SOLO;0,06;5,38;14;359;2,8;0,45;0,16;0,02;98,54;17,3;49;7;24,4;3,62;17,4;5,66;0,04;2,14;42;82;0,54;0,59;0,1;0,48;0,08;14,6;22,3;215;27,3;112;<0.1;0,01;0,45;12,3;<2;3,7;16,3;0,3;1,01;<0.05;17,5;0,77;0,81;4,3;89;1,2;23,7;3,5;40;182
RG-L-065;IBY709;SOLO;0,08;6,47;9;341;2,3;0,41;0,21;<0.02;93,34;15,3;42;7;24,3;3,5;16,3;5,6;0,07;1,96;42,9;92;0,53;0,59;0,09;0,45;0,06;8,6;20;216;23,6;114;<0.1;0,01;0,55;13,1;<2;3,5;18,6;0,15;1;<0.05;19,6;0,67;0,77;4,5;83;0,4;24,8;3,4;41;182
RG-L-066;IBY710;SOLO;0,09;6,37;9;346;2,5;0,4;0,27;<0.02;89;13,8;42;7;25,1;3,41;15,9;5,48;0,1;1,95;44;95;0,53;0,62;0,07;0,29;0,06;9,6;20,6;276;21,8;115;<0.1;0,02;0,27;12,6;<2;3,4;18,8;0,24;0,95;<0.05;18;0,68;0,79;4,3;83;0,6;24,4;3,3;43;177
RG-L-067;IBY711;SOLO;0,11;7,07;11;350;2,3;0,49;0,25;<0.02;93,41;17,2;45;8;22;3,88;17,7;5,26;0,08;2,06;33;117;0,56;0,67;0,07;0,36;0,08;8,7;22,6;230;24,4;162;<0.1;0,01;0,21;13,9;<2;3,1;16,8;0,69;1,07;0,09;18,9;0,56;0,92;3,8;82;0,5;22,1;3,1;41;168
RG-L-068;IBY712;SOLO;0,05;5,17;10;240;1,2;0,36;1;<0.02;71,29;8,4;25;5;16,3;3,11;11,5;3,34;0,04;1,25;30,9;40;0,36;0,41;0,04;0,52;0,05;8,5;16,5;198;19,4;79,6;<0.1;0,01;0,45;8;<2;2,6;11,1;0,24;0,72;0,06;10,7;0,33;0,55;1,6;58;1,3;15,9;2,3;41;102
RG-L-069;IBY713;SOLO;0,09;8,84;14;368;2,5;0,49;0,41;0,04;122,93;14,7;53;11;27,9;4,47;21,1;5,23;0,1;2,23;50,8;108;0,6;0,77;0,06;0,44;0,11;13,6;29,2;187;29,8;159;<0.1;0,01;0,35;16,6;<2;4,1;16,6;0,75;1,24;<0.05;19,6;0,59;0,98;3,1;107;1,3;29,5;3,9;53;171
RG-L-070;IBY714;SOLO;0,07;9,65;16;413;2,9;0,53;0,23;<0.02;98,19;17,9;56;10;27,5;5,46;22,8;5,55;0,08;2,39;31,9;164;0,48;0,76;0,05;0,5;0,11;13,2;31,9;260;27,4;166;<0.1;0,01;0,39;17,5;<2;3,9;14,9;1,54;0,84;<0.05;19;0,55;0,96;4,4;117;1,2;21,7;3,1;49;183
RG-L-071;IBY715;SOLO;0,06;7,26;12;349;2,4;0,47;0,19;<0.02;103,89;17,5;46;9;23,5;4,03;17,9;5,26;0,09;1,79;38,3;129;0,51;0,59;0,08;0,36;0,08;8,4;23,5;210;25,8;136;<0.1;0,01;0,26;13,8;<2;3,1;15;0,35;0,92;<0.05;19,3;0,59;0,8;4,6;87;0,8;23,2;3,3;41;176
RG-L-072;IBY716;SOLO;0,04;8,88;15;501;3;0,61;0,17;<0.02;233,54;25,1;62;8;28,3;5,21;21,6;5,51;0,06;3,31;29,1;138;0,49;0,93;0,07;0,52;0,11;19,3;26,5;306;32,8;168;<0.1;0,02;0,84;17;<2;4,2;13;1,35;0,9;<0.05;17;0,59;0,86;5,4;108;2,4;22,4;3,2;58;184
RG-L-074;IBY718;SOLO;0,06;8,65;15;405;2,7;0,48;0,21;<0.02;109,87;18,2;53;10;24,1;4,63;21,2;5,68;0,1;2,18;35,2;146;0,5;0,69;0,1;0,54;0,11;14;28;218;29;148;<0.1;0,01;0,36;16,2;<2;3,6;15,8;0,73;0,91;<0.05;19,7;0,61;0,89;4,9;100;1;22,7;3,3;42;184
RG-L-075;IBY719;SOLO;0,06;10,63;17;403;3;0,55;0,23;<0.02;76,81;16,5;57;13;27,4;5,13;25,1;5,61;0,06;2,18;27;161;0,46;0,7;0,08;0,62;0,15;16,7;36,4;200;29;148;<0.1;0,01;0,66;17,8;<2;4,5;13,9;1,14;0,82;<0.05;15,3;0,54;1,1;4,2;124;2,4;18,8;3;51;180
RG-L-076;IBY720;SOLO;0,08;7,97;13;369;2,5;0,43;0,27;<0.02;94,23;15,8;51;10;22,3;4,11;19,1;5,55;0,07;1,84;41,7;108;0,52;0,62;0,1;0,45;0,09;11,5;25,5;222;27,2;142;<0.1;0,02;0,26;14,9;<2;3,3;15,9;0,47;0,98;<0.05;20,2;0,61;0,86;4,4;92;0,6;24,8;3,4;37;183
RG-L-077;IBY721;SOLO;0,07;6,89;8;335;2,3;0,43;0,4;<0.02;80,59;9,9;39;8;22,8;3,34;16,4;4,57;0,13;1,65;49;90;0,54;0,57;0,07;0,17;0,04;1,3;20,5;307;21,3;133;<0.1;0,03;0,1;12;<2;2,6;19,3;0,13;1,06;<0.05;19,6;0,52;0,8;4,2;70;0,1;26,3;3,5;35;154
RG-L-078;IBY722;SOLO;0,06;7,62;11;356;2,2;0,45;0,42;<0.02;98,96;14,2;46;9;22,5;3,82;18;4,9;0,06;1,7;51,1;97;0,58;0,63;0,09;0,13;0,04;0,8;24,2;212;26,1;141;<0.1;0,02;0,08;13,3;<2;2,4;19;<0.05;1,16;<0.05;20,1;0,48;0,88;4,3;73;<0.1;28,7;3,7;36;159
RG-L-079;IBY723;SOLO;0,09;7,23;7;482;2,4;0,41;0,7;0,02;98,94;11,5;42;9;26,9;3,43;16,7;4,36;0,08;1,65;61,7;80;0,58;0,83;0,06;0,15;0,05;0,8;20,6;125;23,4;140;<0.1;0,02;0,07;12,3;<2;2,9;24,2;0,05;1,28;<0.05;18,7;0,52;0,76;3,4;64;<0.1;32,5;3,8;52;150
RG-L-080;IBY724;SOLO;0,06;7,62;10;347;2,2;0,44;0,3;0,03;101,36;16,2;39;9;21,1;3,58;17,9;4,45;0,07;1,71;42,5;89;0,51;0,63;0,09;0,18;0,04;0,9;24,5;183;28,8;136;<0.1;0,02;0,12;12,7;<2;2,4;16,4;0,07;0,99;<0.05;18,4;0,44;0,84;3,8;67;0,1;24;3,3;39;147
RG-L-081;IBY725;SOLO;0,08;7,73;10;335;2,3;0,45;0,33;<0.02;92,22;12,6;44;9;21,5;3,92;18,1;4,8;0,12;1,54;52,3;92;0,57;0,6;0,08;0,17;0,04;1,1;24;185;26,7;137;<0.1;0,02;0,07;13;<2;2,5;16,5;0,08;1,17;<0.05;19,5;0,47;0,83;4,1;71;<0.1;28,7;3,8;37;153
RG-L-082;IBY726;SOLO;0,1;6,9;11;308;2,1;0,46;0,9;0,04;94,96;8,8;39;9;29,4;3,31;15,6;4,06;0,06;1,52;47,9;77;0,5;0,74;0,07;0,27;0,05;9,6;20,7;478;25,7;131;<0.1;0,02;0,28;10,9;<2;3,1;24,4;0,14;1,08;<0.05;16,5;0,45;0,79;3,5;69;1,1;26,8;3,2;43;133
RG-L-083;IBY727;SOLO;0,09;8,92;11;412;2,7;0,44;0,39;<0.02;106,24;15;70;10;21,2;4,47;19;4,48;0,06;1,65;53;103;0,56;0,72;0,11;0,19;0,07;2,8;27,2;141;26,4;133;<0.1;0,01;0,07;13,9;<2;2,4;19,1;0,15;1,18;<0.05;18,8;0,43;0,91;3,5;80;<0.1;29,2;3,6;37;154
RG-L-084;IBY728;SOLO;0,08;7,43;9;322;1,9;0,31;0,56;<0.02;73,81;7,8;64;7;15,5;3,88;12,3;3,47;0,04;1,54;38,8;82;0,4;0,77;0,06;0,12;0,07;3,9;15,4;143;19,8;103;<0.1;0,02;0,07;9,5;<2;2,3;21,9;0,12;0,86;<0.05;14,4;0,54;0,59;2,3;80;0,2;21,9;2,6;35;161
RG-L-085;IBY729;SOLO;0,07;7,94;10;413;2,7;0,47;0,1;<0.02;113,07;10,7;62;9;23,4;3,37;19,4;5,69;0,07;2,38;48,7;88;0,53;0,66;0,06;0,41;0,09;9,8;24,3;194;27,7;153;<0.1;<0.01;0,29;15,6;<2;3,4;15,4;0,29;1,02;<0.05;20,3;0,62;0,83;4,8;85;0,5;24,4;3,3;45;188
RG-L-086;IBY730;SOLO;0,03;9,4;12;443;2,8;0,53;0,1;<0.02;96,26;14,5;78;9;24,3;5,14;21,3;4,69;0,08;3,07;43,9;95;0,47;0,85;0,09;0,41;0,06;5,3;28;254;32,8;163;<0.1;0,01;0,16;14,7;<2;3,8;11;0,14;0,91;<0.05;16,7;0,47;0,92;4,8;97;0,2;23;3,1;57;158
RG-L-087;IBY731;SOLO;0,04;9,13;12;422;3,2;0,58;0,1;<0.02;108,87;15,7;62;10;25,2;4,98;22,1;5,33;0,07;2,82;56,3;98;0,54;0,81;0,1;0,55;0,07;4,1;29;222;36,1;166;<0.1;0,01;0,14;15,3;<2;3,7;13;0,34;1,13;<0.05;19,5;0,53;1;5;89;0,3;28,7;3,5;58;174
RG-L-088;IBY732;SOLO;0,05;9,17;13;401;2,8;0,53;0,06;<0.02;102,52;13,9;61;9;20,7;5,5;21,1;4,41;0,07;2,97;43,5;77;0,47;0,81;0,07;0,65;0,05;6,7;28,7;244;29,2;149;<0.1;0,01;0,83;14,2;<2;3,6;9,2;0,19;0,92;<0.05;15,5;0,4;0,84;3,5;95;0,4;22,7;3,1;57;144
RG-L-089;IBY733;SOLO;0,07;8,82;9;410;2,7;0,5;0,06;<0.02;111,66;11,1;56;10;23,9;4,43;20,4;4,67;0,1;2,26;67,2;92;0,7;0,61;0,05;0,26;0,04;1,2;28,6;183;30,4;150;<0.1;<0.01;<0.05;16;<2;2,3;14,2;0,15;1,52;<0.05;20,6;0,47;0,97;3,7;72;0,1;34,3;4,4;50;157
RG-L-090;IBY734;SOLO;0,04;10,37;7;475;2,7;0,41;0,06;<0.02;79,82;9,9;68;10;19,1;4,1;21,8;3,84;0,07;2,98;37;76;0,49;0,94;0,01;0,08;0,04;0,4;28,6;174;18,6;130;<0.1;<0.01;0,13;14,7;<2;1,9;11,4;0,06;0,9;<0.05;15,5;0,33;0,89;2,3;80;<0.1;21,3;3,1;58;147
RG-L-091;IBY735;SOLO;0,08;11,04;18;346;3,1;0,55;0,12;<0.02;112,22;19,6;78;14;26,2;5,6;25,5;5,15;0,1;1,67;44,3;109;0,6;0,58;0,05;0,36;0,05;3,3;36,1;236;35,4;183;<0.1;0,01;0,07;17,7;<2;3,5;13;0,29;1,19;0,09;22,5;0,53;1,26;3,3;116;0,2;26,1;3,8;44;168
BRANCO_PREP;;SOLO;<0.02;0,12;<1;7;<0.1;<0.04;0,01;<0.02;1,98;0,3;1;<5;1,5;0,42;0,3;0,03;<0.02;<0.01;1;6;0,01;<0.01;<0.01;0,21;0,01;0,2;1,1;<50;1,5;<0.2;<0.1;<0.01;<0.05;<0.5;<2;0,7;0,7;<0.05;<0.05;<0.05;0,3;<0.01;<0.02;<0.1;<1;<0.1;0,4;<0.1;4;4,5
RG-L-092;IBY736;SOLO;0,09;11,91;20;319;3,7;0,56;0,08;<0.02;104,47;19,4;66;15;28,5;6,12;28;5,41;0,1;1,67;38,3;123;0,51;0,54;0,03;0,61;0,05;15;41,3;248;36,8;176;<0.1;0,01;0,38;18,4;<2;4,5;12,6;0,69;1,05;<0.05;20,9;0,58;1,13;3,1;141;1;23,4;3,3;44;177
RG-L-093;IBY737;SOLO;0,09;11,58;18;316;3,1;0,54;0,16;<0.02;113,8;19,9;60;14;26,8;5,86;25,7;5,29;0,08;1,63;44,6;113;0,57;0,53;0,04;0,57;0,04;2,6;36,6;239;43,3;155;<0.1;0,02;0,11;17,6;<2;3,5;14,2;0,21;1,1;<0.05;21,9;0,57;1,15;3,4;120;0,1;25,5;3,6;40;175
RG-L-094;IBY738;SOLO;0,1;11,16;17;310;3;0,52;0,1;<0.02;113,74;18,7;54;14;24,7;5,73;25,3;4,82;0,11;1,59;45;111;0,55;0,52;0,04;0,39;0,04;1,6;36,2;229;37,2;161;<0.1;0,01;<0.05;17,4;<2;2,9;13,2;0,11;1,11;<0.05;20,7;0,46;1,14;3,2;110;<0.1;25,3;3,7;42;156
RG-L-095;IBY739;SOLO;0,08;11,59;18;347;3,2;0,54;0,12;<0.02;110,45;18,7;57;15;24,5;5,68;26,2;5,38;0,1;1,95;38,2;111;0,47;0,57;0,04;0,29;0,04;2,8;38,4;225;35,3;177;<0.1;0,01;0,08;17,6;<2;2,7;14;0,42;0,96;<0.05;20,4;0,43;1,14;3,2;112;0,1;22;3,3;44;159
RG-L-096;IBY740;SOLO;0,11;12,27;20;379;3,3;0,56;0,17;<0.02;121,45;27,8;62;15;25,3;6,61;27,3;4,89;0,1;2,32;40,9;114;0,46;0,65;0,05;0,86;0,06;10;42,4;170;38;189;<0.1;0,01;0,31;16,8;<2;4,2;13,9;0,4;0,81;<0.05;18,5;0,47;1,19;3;141;1;21,3;2,9;48;162
RG-L-097;IBY741;SOLO;0,06;9,64;15;457;2,9;0,38;0,06;<0.02;60,12;12,5;62;10;17,1;4,97;22,7;4,99;0,08;3,63;12,3;57;0,46;0,84;0,03;0,28;0,06;2,6;17,9;158;20,6;153;<0.1;<0.01;0,08;15,6;<2;3,5;12;0,16;0,72;<0.05;16,2;0,45;0,87;2,5;105;0,1;18,3;2,9;52;160
RG-L-098;IBY742;SOLO;0,09;11,58;36;288;3,4;0,53;0,11;<0.02;108,16;18,7;63;14;26,7;6,02;26,2;5,21;0,11;1,4;45,8;120;0,56;0,49;0,05;0,59;0,06;11,5;39,6;272;34,6;143;<0.1;0,01;0,34;17,8;<2;4,1;13,1;0,6;1,11;<0.05;19,8;0,53;1,25;3;142;0,9;25,4;3,7;40;166
RG-L-099;IBY743;SOLO;0,07;11,97;25;323;3,4;0,52;0,15;<0.02;108,14;20;67;15;29,7;6,24;27,7;5,6;0,13;1,55;49,6;120;0,58;0,53;0,06;0,74;0,12;16,8;40,9;268;34,5;158;<0.1;0,01;0,76;19,8;<2;4,5;14,4;1,02;1,23;<0.05;20,4;0,57;1,18;3,2;150;2,4;27,3;3,8;43;183
RG-L-100;IBY744;SOLO;0,08;10,86;21;317;3,1;0,49;0,16;0,03;107,71;18,1;60;13;25,9;5,65;24,6;5,24;0,15;1,53;48,6;106;0,55;0,52;0,05;0,53;0,07;18,2;30,7;275;31;149;<0.1;0,01;0,18;18,2;<2;4,4;16,9;1,1;1,18;0,05;18,4;0,56;1,02;3,2;136;2,4;26,2;3,7;41;172
RG-L-101;IBY745;SOLO;0,05;11,41;17;346;2;0,41;0,12;<0.02;73,89;12,8;69;10;21,3;5,7;19,1;3,81;0,08;1,83;35,5;106;0,44;0,58;0,06;0,46;0,05;6,3;28,3;265;41,3;125;<0.1;0,01;0,2;13;<2;3;13,3;0,22;0,85;<0.05;15,3;0,52;0,83;2,4;132;0,5;19,3;2,8;47;162
Pulp Duplicates;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RG-L-100;IBY744;REP;0,09;10,9;19;319;2,7;0,44;0,15;<0.02;104,69;17,6;61;11;24,4;5,56;23,2;5,2;0,12;1,5;47,7;103;0,49;0,52;0,05;0,58;0,05;18;31;280;32,9;147;<0.1;0,02;0,18;19,5;<2;4;16,4;1,12;1,2;<0.05;17,8;0,52;0,94;3,7;129;2,2;24,8;3,3;41;158
RG-L-092;IBY736;REP;0,1;11,81;21;304;3,4;0,52;0,08;<0.02;103,59;17,8;62;14;25,8;5,98;25,5;5,28;0,07;1,6;37,8;120;0,48;0,52;0,03;0,67;0,04;16,1;37;245;35,4;162;<0.1;0,01;0,4;18,5;<2;4,6;12,3;0,7;0,92;0,08;19,1;0,6;1,12;3;152;1;21,7;3,1;44;186
BRANCO_PREP;;REP;<0.02;0,11;2;6;<0.1;<0.04;0,01;<0.02;2,09;0,3;<1;<5;1,4;0,4;0,3;<0.02;<0.02;<0.01;1;6;<0.01;<0.01;<0.01;0,23;0,01;0,1;1,3;<50;1,8;<0.2;<0.1;<0.01;0,05;<0.5;<2;0,8;0,7;<0.05;<0.05;<0.05;0,2;<0.01;<0.02;<0.1;<1;<0.1;0,4;<0.1;5;4,6
Reference Materials;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STD_061;;STD;>10;7,5;480;1174;0,9;6,27;4,91;3,87;20,98;27,4;182;<5;3414;4,31;14,3;0,93;0,2;2,67;12,3;21;0,17;1,29;0,11;141,28;2,46;3,8;42,7;704;853;85;<0.1;1,19;87,03;9,6;3;3,1;416;0,14;0,34;0,44;4,9;0,24;0,99;2;101;3,7;9,1;1;1072;26,8
TILL-3;;STD;1,26;6,66;66;461;1;0,27;1,84;0,06;39,21;11;93;<5;18;2,79;11,8;4,19;<0.02;2,02;19,4;27;0,2;0,93;0,05;1,66;2,14;5,3;35,9;462;28,1;60,8;<0.1;0,02;0,66;8,2;<2;2,1;309;0,13;0,42;<0.05;5,1;0,28;0,29;2,8;58;0,6;13,3;1,3;50;119
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
