SGS GEOSOL LABORATÓRIOS LTDA.;;;;;Final Report;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Client:;CPRM - Cia de Pesquisa de Recursos Minerais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
File Created:;19/8/2010 20:14:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Job Number:;GQ1005406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Number of Samples:;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Project:;C.C. 4068-500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Shipment ID:;Lote 1562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P.O. Number:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Received:;19/8/2010 20:14:30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Method;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B
RG-L-157;IBY801;SOLO;<0.02;7,66;15;38;0,9;0,34;0,04;<0.02;67,58;10,8;19;<5;17,7;3,74;16,8;3,47;0,05;0,07;27,1;52;0,37;0,12;0,01;0,7;0,07;12,9;21,4;204;19,9;18,8;<0.1;<0.01;0,95;12,4;<2;3;7,6;0,74;0,73;<0.05;13,1;0,41;0,27;1,9;78;2,4;17,1;2,5;28;110
RG-L-158;IBY802;SOLO;0,03;10,33;19;76;1,1;0,46;0,04;<0.02;96,08;12,9;26;8;24,7;4,89;21,9;4,45;0,06;0,2;38,5;66;0,54;0,18;0,02;1;0,13;15,7;28,2;291;25,1;38,5;<0.1;<0.01;1,13;16,9;<2;3,7;12,1;1,19;1,03;<0.05;16,9;0,49;0,55;2,5;106;3;23,9;3,4;36;151
RG-L-159;IBY803;SOLO;<0.02;12,18;22;99;1,6;0,56;0,05;<0.02;113,53;15,4;38;12;30,7;5,69;26,5;5,79;0,1;0,33;50,6;78;0,66;0,23;0,02;1,17;0,19;18,1;35,5;313;29,2;60,7;<0.1;0,01;1,39;20,8;<2;4,2;13;1,4;1,34;<0.05;20;0,55;0,77;3,1;122;3,8;31,2;4,4;44;189
RG-L-160;IBY804;SOLO;0,03;12,11;21;106;1,7;0,54;0,09;<0.02;104,37;14,8;47;11;27,4;5,92;24,2;5,33;0,09;0,29;41,4;88;0,54;0,23;0,02;1,01;0,19;17,2;32,8;313;28,5;50,4;<0.1;0,01;1,23;19,5;<2;4,2;13,2;1,19;1,17;0,06;18,3;0,58;0,76;2,8;131;3,1;26,1;3,8;44;194
RG-L-161;IBY805;SOLO;<0.02;12,64;22;106;2,1;0,55;0,07;<0.02;111,34;16,2;48;12;30,8;6,35;27,9;5,79;0,03;0,32;41,4;87;0,55;0,24;0,02;1,07;0,16;19,6;37,5;302;32,9;54,4;<0.1;0,01;1,36;21,1;<2;4,7;12;1,65;1,21;0,06;20,5;0,7;0,8;3,2;136;3,7;25,4;3,8;38;191
RG-L-162;IBY806;SOLO;0,03;12,99;25;131;2,7;0,55;0,15;<0.02;117,32;17,8;54;13;30,1;6,34;28,8;5,77;0,07;0,36;46,9;101;0,57;0,35;0,03;0,9;0,18;20,5;38,5;359;34,5;70,2;<0.1;0,01;1,37;21,8;<2;4,9;12,9;1,77;1,29;0,08;21,7;0,64;0,83;3;142;3,6;28,6;4;40;198
RG-L-163;IBY807;SOLO;0,04;12,7;21;149;2,6;0,54;0,18;<0.02;112,46;16,6;51;14;30;6,26;27,4;5,86;0,1;0,5;43,6;101;0,56;0,37;0,03;0,91;0,14;18,7;37,9;356;33,5;91;<0.1;0,01;1,26;20;<2;4,8;13,8;1,42;1,16;<0.05;20,7;0,62;0,85;3;136;2,4;26,5;3,9;58;185
RG-L-164;IBY808;SOLO;0,06;11,42;21;232;3;0,55;0,12;<0.02;110,25;15,4;55;14;28,6;5,87;25,8;5,73;0,07;1,19;43,8;100;0,56;0,48;0,03;0,78;0,16;19;35,8;351;31,4;165;<0.1;0,01;1,22;19,8;<2;4,4;14,5;1,72;1,16;0,06;19,6;0,59;0,92;3,4;132;3,5;26,2;3,8;46;192
RG-L-165;IBY809;SOLO;0,02;9,4;12;294;2,2;0,4;0,06;<0.02;90,07;10,8;41;10;20,1;4,47;18,5;4,76;0,06;1,9;32,4;82;0,4;0,55;0,03;0,59;0,12;16,9;26,1;243;21,3;173;<0.1;<0.01;0,76;14,2;<2;3,7;13,7;1,37;0,78;<0.05;15;0,61;0,72;2,9;104;2,6;18,2;2,7;53;181
RG-L-166;IBY810;SOLO;<0.02;9,88;12;302;2,9;0,5;0,05;<0.02;102,42;16,2;43;11;23,9;4,55;21,8;5,39;0,05;2,01;42,7;86;0,51;0,57;0,06;0,63;0,13;19,1;30,2;272;25,2;221;<0.1;<0.01;0,79;16,8;<2;4,1;15,2;1,9;1,04;<0.05;18,1;0,61;0,82;3,7;104;3;25,3;3,5;49;186
RG-L-167;IBY811;SOLO;0,02;10,17;14;295;2,6;0,51;0,05;<0.02;99,55;15,2;45;12;26,3;4,7;23,1;5,6;0,1;1,97;41,1;90;0,48;0,58;0,05;0,77;0,15;19,2;31;283;25,9;235;<0.1;<0.01;0,93;17,9;<2;4,5;14,4;1,13;0,97;<0.05;18,2;0,58;0,88;4;107;2,7;23,6;3,2;54;186
RG-L-168;IBY812;SOLO;<0.02;10,19;15;1832;2,8;0,52;0,26;<0.02;107,38;13,8;47;12;26,1;5,12;22,7;5,75;0,05;2,01;39;100;0,45;0,65;0,03;2,37;0,67;19,6;27,3;311;26,4;223;<0.1;0,01;0,93;18,8;<2;4,2;21,3;1,2;0,88;<0.05;18,2;0,62;0,94;4,5;113;3,1;22,5;3,2;48;206
RG-L-169;IBY813;SOLO;<0.02;10,39;17;270;2,3;0,56;0,06;<0.02;98,15;12,7;51;13;26;5,6;24,3;5,79;0,05;1,66;34,2;104;0,48;0,54;0,02;0,93;0,13;19,4;30,3;348;29,5;198;<0.1;<0.01;0,97;17,3;<2;4,4;13,7;1,42;0,81;<0.05;17,9;0,61;1,09;4,6;121;2,9;21,4;3,2;50;194
RG-L-170;IBY814;SOLO;0,05;11,29;19;285;2,7;0,56;0,06;<0.02;90,97;13,4;54;14;26,2;6,01;25,8;5,8;0,09;1,85;34,1;122;0,45;0,59;0,02;0,94;0,12;18,1;34,3;329;28,5;210;<0.1;0,01;0,96;17,9;<2;4,5;13,1;1,37;0,81;<0.05;18,2;0,55;1,11;4,7;130;2,7;21,3;3,2;45;200
RG-L-171;IBY815;SOLO;0,07;11,84;19;238;2,5;0,58;0,07;<0.02;103,2;15,7;53;15;26,6;6,22;26,8;5,67;0,07;1,31;35,2;115;0,49;0,5;0,02;0,77;0,09;19,3;36,7;342;32,1;183;<0.1;0,01;0,97;18;<2;4,6;13,6;1,3;0,86;<0.05;19,7;0,61;1,16;4,5;126;2;22,6;3,4;50;184
RG-L-172;IBY816;SOLO;0,09;11,42;20;216;2,6;0,6;0,09;<0.02;113,38;16,3;54;15;27,6;6,2;26,3;6,13;0,05;1,1;41,4;115;0,53;0,45;0,03;0,95;0,11;20,8;37,4;352;35,7;174;<0.1;0,02;0,96;18,7;<2;4,8;14,2;1,52;1,13;<0.05;20;0,7;1,18;4,5;137;3;25,5;3,8;48;194
RG-L-173;IBY817;SOLO;0,06;11,08;21;233;2,8;0,65;0,12;<0.02;124,12;16,7;60;16;29,4;6,43;27,5;6,13;0,09;1,17;46,6;124;0,61;0,48;0,03;0,82;0,11;21,9;37,6;365;35,8;184;<0.1;0,02;0,9;19,3;<2;4,6;16,1;1,48;1,26;<0.05;21,9;0,7;1,2;4,8;138;2,3;29,4;4,1;46;201
RG-L-174;IBY818;SOLO;0,06;11,19;20;1114;2,4;0,58;0,19;<0.02;118,35;15,8;54;14;27,2;5,96;25,8;6;0,12;1,72;44;107;0,58;0,61;0,03;1,57;0,36;20,2;35,1;379;31,5;230;<0.1;0,01;0,94;19;<2;4,7;18,4;1,4;1,11;<0.05;21;0,64;1,15;4,7;123;2,3;28,2;3,8;50;193
RG-L-175;IBY819;SOLO;<0.02;11,97;20;1527;2,8;0,63;0,22;<0.02;108,18;16,2;57;15;28,1;6,33;28,3;6,11;0,14;1,76;37,3;111;0,53;0,61;0,03;2,16;0,53;21,8;37,8;325;33,3;229;<0.1;0,01;1,09;20,8;<2;5;19,8;1,89;0,99;<0.05;20,3;0,69;1,23;4,5;138;2,8;25;3,6;49;208
RG-L-176;IBY820;SOLO;0,06;12,5;21;1493;2,9;0,65;0,25;<0.02;126,94;18,4;61;16;28,4;6,65;28,3;6,34;0,13;1,2;49,1;121;0,72;0,51;0,03;1,97;0,51;22,6;38,5;374;36,6;216;<0.1;0,02;1,06;21,6;<2;4,9;19,8;2,26;1,51;0,12;23;0,72;1,34;4,5;147;2,7;31,5;4,5;40;210
RG-L-177;IBY821;SOLO;<0.02;13,55;22;182;2,6;0,59;0,12;<0.02;126,38;17,4;63;16;27;6,82;27,7;6;0,08;0,71;49,4;128;0,62;0,39;0,03;0,81;0,17;21,4;38,2;389;34,5;135;<0.1;0,01;1,03;20,9;<2;4,7;15,2;1,6;1,36;0,13;22,2;0,72;1,06;3,9;155;3,3;30,6;4,1;36;215
RG-L-178;IBY822;SOLO;0,04;13,55;24;161;3,2;0,67;0,14;<0.02;134,13;19,8;60;17;28,7;7,11;30,3;7,05;0,08;0,54;53,3;128;0,64;0,38;0,03;1,02;0,25;23,8;42,5;371;38,5;111;<0.1;0,01;1,42;24,6;<2;5,1;14,8;2,04;1,4;<0.05;24,1;0,81;1,14;4,1;155;4;33,3;4,4;33;228
RG-L-179;IBY823;SOLO;<0.02;13,5;25;1348;3,3;0,62;0,25;<0.02;112,83;19,6;64;17;28,2;7,19;30,8;6,23;0,1;0,51;43,7;144;0,61;0,38;0,02;1,86;0,51;21,7;43,6;346;39;84,4;<0.1;0,02;1,15;22;<2;5,2;17,4;1,68;1,35;0,06;21;0,71;1,07;3,8;161;2,7;30,1;4,3;40;212
RG-L-180;IBY824;SOLO;<0.02;13,67;22;126;3,5;0,58;0,18;<0.02;130,33;19,1;69;16;34,7;7,14;30,7;5,55;0,09;0,43;52,3;145;0,68;0,36;0,03;0,64;0,04;18;42,6;439;39,6;76,3;<0.1;0,02;0,92;20,2;<2;4,8;14;0,92;1,43;<0.05;23,2;0,66;1,04;3,6;150;0,8;33,1;4,6;32;183
RG-L-181;IBY825;SOLO;0,03;14,29;22;111;3,5;0,61;0,2;<0.02;127,77;19,2;70;15;29,4;7,28;31,6;5,07;0,07;0,29;47,9;150;0,61;0,34;0,03;0,47;0,05;10,6;43,7;409;40,3;57;<0.1;0,02;0,67;20,1;<2;4,3;14,1;0,23;1,36;<0.05;23,2;0,57;0,98;3,4;132;0,2;32,2;4,3;43;165
RG-L-182;IBY826;SOLO;0,07;13,63;20;113;3,5;0,6;0,23;<0.02;129,58;18,6;66;14;29;7,24;29,9;5,06;0,13;0,21;51,6;144;0,63;0,33;0,04;0,47;0,04;11,6;41,9;423;40,9;44,5;<0.1;0,02;0,72;19,2;<2;4;14,4;0,38;1,4;<0.05;23,4;0,61;0,93;3,4;135;0,2;33,5;4,5;33;169
RG-L-183;IBY827;SOLO;0,08;13,04;21;95;3,8;0,58;0,15;<0.02;131,63;18,3;63;12;27,2;6,99;29,9;4,89;0,14;0,18;50,8;146;0,61;0,33;0,03;0,35;0,04;10,4;42;410;41,7;38,4;<0.1;0,02;0,91;19,3;<2;3,9;11,5;0,21;1,35;<0.05;22,9;0,57;0,86;3,3;124;0,2;32,9;4,5;30;158
RG-L-184;IBY828;SOLO;0,08;13,78;22;97;4;0,59;0,15;<0.02;138,12;19,1;76;12;28,9;7,37;31,2;5,26;0,12;0,18;53,6;146;0,68;0,33;0,03;0,48;0,07;11,5;43,3;417;44,2;36,6;<0.1;0,02;0,79;20,3;<2;4,1;13,1;0,33;1,48;<0.05;24,2;0,63;0,82;3,5;134;0,3;35,1;4,7;38;170
RG-L-185;IBY829;SOLO;0,02;14,05;26;1300;3,7;0,56;0,31;<0.02;138,03;18,9;91;12;30,6;7,38;31,5;6,12;0,11;0,27;52,9;166;0,65;0,38;0,03;1,77;0,5;22,2;48,8;423;45,5;44,9;<0.1;0,02;1,13;22,7;<2;5,1;19,4;1,64;1,42;<0.05;25,1;0,75;0,76;3,9;168;1,8;35,3;4,6;38;204
RG-L-186;IBY830;SOLO;0,06;13,93;25;107;3,9;0,56;0,24;<0.02;147,9;19,3;85;10;31,5;7,23;31;6,65;0,06;0,16;59,7;165;0,69;0,3;0,05;1,01;0,22;25,6;43,4;498;45,4;35,8;<0.1;0,02;1,46;24,6;<2;5,3;23,6;1,7;1,53;0,08;26;0,78;0,74;3,9;167;3,7;37,8;4,6;30;220
RG-L-187;IBY831;SOLO;<0.02;14,3;29;78;3,6;0,58;0,3;0,03;141,75;19,6;82;9;31,2;7,09;31,5;6,86;0,06;0,13;58,2;169;0,64;0,28;0,05;0,7;0,25;25,5;44,4;515;47,7;32,8;<0.1;0,03;1,5;25,1;<2;5,2;18,4;1,8;1,47;<0.05;25,8;0,78;0,67;4;172;3,9;37,9;4,8;33;233
RG-L-188;IBY832;SOLO;0,08;13,55;26;1358;4,2;0,53;0,47;0,02;131,64;17,7;73;8;27,6;6,88;28,5;5,81;0,13;0,19;55,6;145;0,64;0,33;0,05;1,73;0,54;22,8;41;477;42,8;39,3;<0.1;0,03;1,2;21,2;<2;4,9;22,1;1,48;1,36;0,09;24,4;0,84;0,61;4,9;161;2,7;38,4;4,5;28;198
RG-L-189;IBY833;SOLO;0,12;12,45;240;666;3,5;0,56;0,58;0,08;122,37;17,1;68;10;35,4;6,41;26,4;5,31;<0.02;0,31;58,3;133;0,64;0,36;0,07;1,11;0,31;19,6;40,6;637;50,6;60;<0.1;0,13;1,21;18,1;<2;4,4;33,5;1,25;1,44;0,11;22,5;0,76;0,71;4,1;145;6,1;39,9;4,5;39;177
RG-L-190;IBY834;SOLO;0,08;13,12;25;124;4,3;0,58;0,36;<0.02;105,12;14,8;75;14;33,7;6,86;28,5;5,28;0,08;0,34;58,6;149;0,67;0,33;0,06;0,64;0,07;16;42,8;441;36,1;76,6;<0.1;0,03;0,98;18,8;<2;4,5;22,8;0,45;1,54;<0.05;23,8;0,66;0,88;4;142;0,6;42,2;4,7;52;170
RG-L-191;IBY835;SOLO;0,08;12,47;28;498;4,4;0,59;0,41;<0.02;112,11;14,9;71;16;36,1;6,54;28;5,37;0,11;0,62;69,3;142;0,81;0,41;0,08;0,8;0,16;15,2;42,3;537;32,8;136;<0.1;0,03;0,7;18,8;<2;4,5;28;0,42;1,79;<0.05;23,9;0,63;0,98;4,3;142;0,6;55,6;5,7;43;170
BRANCO_PREP;;SOLO;<0.02;0,09;<1;5;<0.1;<0.04;0,04;<0.02;1,41;0,3;1;<5;1,1;0,27;0,3;0,14;<0.02;<0.01;0,8;6;<0.01;0,03;<0.01;0,15;0,02;0,2;1,5;<50;1;4,7;<0.1;<0.01;<0.05;<0.5;<2;0,6;1,9;<0.05;<0.05;<0.05;0,2;<0.01;<0.02;<0.1;<1;<0.1;0,4;<0.1;9;5,1
RG-L-192;IBY836;SOLO;0,12;9,59;16;479;2,8;0,47;0,31;<0.02;130,49;17,8;57;13;34,2;5,68;21,5;4,6;0,08;1,27;58,4;118;0,87;0,46;0,11;0,78;0,14;15,1;29,9;606;36,5;214;<0.1;0,02;0,7;16,3;<2;3,9;36,4;0,29;1,89;<0.05;20,2;0,75;1,09;4,7;119;0,8;56,1;5,9;51;171
RG-L-193;IBY837;SOLO;0,04;6,58;19;373;2,9;0,37;0,27;0,06;128,78;18,8;61;10;32;4,31;16,4;5,68;0,03;2,03;66,7;80;0,77;0,72;0,19;0,97;0,2;21,4;23,4;585;33,7;214;<0.1;0,02;1,15;15;<2;3,3;20,6;1,72;1,74;0,07;18,7;0,66;0,93;6,5;98;2,9;56,4;5,4;57;187
RG-L-194;IBY838;SOLO;0,14;7,09;18;332;2,1;0,35;6,61;0,17;81,99;10,2;54;10;21,8;3,49;14,9;4,17;0,08;2,16;48,5;58;0,51;2,77;0,13;1,15;0,31;11,2;27,8;2277;21,4;239;<0.1;0,06;0,82;14,5;<2;3,1;43,7;1,86;1,16;0,17;14,6;0,33;0,82;7,4;91;2,6;33,5;3,1;78;136
RG-L-195;IBY839;SOLO;0,12;6,48;19;290;2,1;0,32;3,32;0,34;65,97;7,8;46;9;28,6;3,25;13,3;3,45;0,07;2,02;38,9;58;0,42;2,23;0,11;1,26;0,18;10,6;20,7;4555;20,9;211;<0.1;0,13;0,68;12;<2;2,9;44,4;1,09;0,95;<0.05;10,9;0,3;0,71;8,6;66;2,1;31,4;2,8;108;111
RG-L-196;IBY840;SOLO;0,03;8,59;16;61;1,3;0,38;0,13;<0.02;72,89;12,4;61;<5;18,1;4,61;16,7;3,75;0,07;0,09;32,6;58;0,34;0,16;0,03;0,93;0,21;13;24,5;400;23,6;15,8;<0.1;0,01;1,11;14,3;<2;4,2;17,6;1,33;0,72;0,1;13,5;0,52;0,37;1,9;89;2,5;16,8;2,3;27;150
RG-L-197;IBY841;SOLO;0,04;8,02;18;57;1,8;0,43;0,12;0,04;77,77;13,9;57;<5;19,5;4,27;18,7;4,15;0,12;0,07;34,8;55;0,36;0,14;0,03;1,23;0,2;17,5;26,6;359;25,7;16,5;<0.1;0,01;1,24;15,7;<2;3,5;14,7;1,72;0,79;0,11;14,8;0,47;0,4;2,1;98;2,4;17,8;2,6;30;149
RG-L-198;IBY842;SOLO;0,06;7,93;17;63;1,7;0,42;0,15;<0.02;79,84;13;96;<5;17,8;4,25;17,8;4,03;0,07;0,07;36,5;53;0,38;0,13;0,03;1,53;0,2;13,4;33,3;380;26,6;16,5;<0.1;0,01;1,21;15,3;<2;4,3;16,4;0,94;0,75;0,13;15,2;0,48;0,36;2,1;100;2,8;17,4;2,6;31;152
RG-L-199;IBY843;SOLO;0,03;8,35;17;61;1,8;0,44;0,12;<0.02;74,65;13,1;72;<5;18,3;4,47;18,4;4,12;0,06;0,08;34,2;57;0,37;0,14;0,04;1,13;0,21;15,6;30,6;343;25;18,2;<0.1;0,01;1,18;15,5;<2;4,1;14,8;1,6;0,72;0,09;14,6;0,44;0,37;2,1;98;2,8;16;2,5;28;154
RG-L-200;IBY844;SOLO;0,07;7,94;16;55;1,8;0,4;0,13;<0.02;67,22;11,3;58;<5;14,9;4,21;16,2;3,7;0,05;0,08;32,1;57;0,34;0,17;0,03;0,79;0,2;11,6;21,5;342;22,9;16,4;<0.1;0,01;1,16;14,2;<2;3;11,8;1,04;0,64;0,09;13,6;0,42;0,29;1,8;92;2,5;14,9;2,3;27;144
RG-L-201;IBY845;SOLO;0,03;8,18;18;56;2,1;0,38;0,14;0,02;67,91;11,9;50;<5;15,2;4,25;17,1;3,78;0,05;0,07;32,8;54;0,33;0,16;0,03;1,01;0,21;12,3;22,7;304;23;16,9;<0.1;0,01;1,18;15,3;<2;2,9;12,1;1,27;0,64;0,1;13,9;0,43;0,3;1,7;91;2,5;15;2,2;27;141
Pulp Duplicates;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RG-L-200;IBY844;REP;0,08;7,86;16;53;1,7;0,41;0,12;<0.02;67,57;12;54;<5;15,7;4,2;16,6;3,58;0,04;0,08;32,4;56;0,32;0,16;0,03;0,87;0,2;11,7;22,1;364;24,4;17,3;<0.1;0,02;1,25;14,6;<2;3;12,1;1,12;0,64;0,05;13,5;0,42;0,3;1,8;96;2,5;14,9;2,3;29;137
RG-L-192;IBY836;REP;0,11;10,23;19;511;3,4;0,53;0,32;0,03;142;19;62;15;37,4;5,85;23,3;5,82;0,07;1,32;69,2;119;0,93;0,5;0,11;0,85;0,15;16,1;32,7;676;39,2;234;<0.1;0,02;0,78;18,3;<2;4,4;38,9;0,37;2,02;0,09;22;0,81;1,18;5,6;130;0,9;67,7;6,5;51;182
BRANCO_PREP;;REP;0,02;0,16;<1;7;<0.1;<0.04;0,03;<0.02;1,67;0,3;2;<5;1,1;0,31;0,3;0,16;<0.02;<0.01;0,9;6;<0.01;0,03;<0.01;0,13;0,01;0,4;1,4;<50;1;4,3;<0.1;<0.01;0,06;<0.5;<2;1,1;2;0,11;<0.05;<0.05;0,2;<0.01;<0.02;<0.1;<1;<0.1;0,5;<0.1;5;5,7
Reference Materials;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STD_061;;STD;>10;7,53;496;1249;1;5,39;4,49;3,81;22,47;28,4;142;<5;3374;4,38;14,7;1,18;0,25;2,67;13,6;22;0,12;1,27;0,1;148,2;2,65;5,2;42,9;727;1009;85,6;<0.1;1,13;85,77;9;3;3,1;405;0,21;0,3;0,52;4,7;0,26;0,92;1,9;92;6,1;9,5;1;903;32,7
TILL-3;;STD;1,03;6,64;75;455;1,4;0,38;1,78;0,09;40,53;11,6;100;<5;20;2,94;12,3;3,21;<0.02;2,08;19,9;27;0,19;0,97;0,05;1,73;2,06;6,2;37,6;499;25,8;69,2;<0.1;0,02;0,7;10,5;<2;2,3;305;0,67;0,37;<0.05;5,1;0,29;0,26;1,8;57;0,9;12,9;1,3;44;194
