SGS GEOSOL LABORATÓRIOS LTDA.;;;;;Final Report;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Client:;CPRM - Cia de Pesquisa de Recursos Minerais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
File Created:;19/8/2010 20:08:47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Job Number:;GQ1005403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Number of Samples:;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Project:;C.C. 4068-500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Shipment ID:;Lote 1562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P.O. Number:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Received:;19/8/2010 20:08:47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Method;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B
RG-L-006;IBY650;SOLO;0,1;13,77;27;115;1,4;0,67;0,05;0,02;123,24;12,8;51;19;39,9;6,01;34,2;6,35;0,11;0,49;47,6;80;0,64;0,27;0,02;1,83;0,12;23,5;38,6;265;34,4;46,6;<0.1;0,01;1,62;26,8;<2;5,5;12,1;1,83;1,26;0,1;25,1;0,69;1,13;3,7;174;4,1;32,1;4,1;32;195
RG-L-007;IBY651;SOLO;0,06;14,56;30;112;1,5;0,67;0,06;<0.02;123,44;13,8;53;20;41,2;6,33;35,9;6,39;0,17;0,48;47,1;84;0,63;0,27;0,02;1,7;0,12;24,1;41,4;277;35,8;48;<0.1;0,01;1,72;28;<2;6,2;12,8;1,57;1,27;0,11;25,7;0,72;1,18;3,9;184;4,1;32,4;4,1;31;200
RG-L-008;IBY652;SOLO;0,06;14,04;29;1743;1,6;0,66;0,27;<0.02;122,44;13,1;58;20;39;6,29;35,9;6,47;0,15;0,58;46;82;0,65;0,34;0,02;3,22;0,55;24,6;38,9;273;35,2;48,6;<0.1;0,02;1,84;28,5;<2;5,7;18,4;1,81;1,31;0,11;24,7;0,72;1,12;3,9;180;4,1;32,8;4,2;31;196
RG-L-009;IBY653;SOLO;0,06;11,2;30;107;1,8;0,68;0,04;0,03;94,37;14,1;58;19;39,8;5,93;36,1;6,41;0,12;0,46;32,8;80;0,61;0,23;0,02;1,57;0,13;22,4;41,5;232;35,8;34,9;<0.1;<0.01;1,31;24,6;<2;5,5;10,1;1,35;1,12;0,07;18,5;0,69;1,15;3,8;170;3,2;26,6;3,9;32;183
RG-L-010;IBY654;SOLO;0,06;13,83;29;101;1,5;0,65;0,05;<0.02;124,7;14,5;61;19;38,4;6,2;35,9;6,44;0,12;0,44;44,8;85;0,63;0,27;0,02;1,81;0,13;26,6;39,9;248;35,8;37;<0.1;0,01;1,62;27,6;<2;5,7;11,2;1,38;1,27;0,05;25,3;0,72;1,07;3,8;177;3,9;32,3;4,2;32;196
RG-L-011;IBY655;SOLO;0,09;11,36;29;1107;2,2;0,68;0,25;<0.02;124,9;15,9;70;20;41,8;5,99;36,6;6,49;0,11;0,5;50,2;87;0,64;0,32;0,03;2,54;0,37;26,1;42,7;274;39,8;39,7;<0.1;0,02;1,69;24,9;<2;6;16,9;1,07;1,33;0,06;23,4;0,75;1,14;3,8;172;4,1;34,7;4,2;29;184
RG-L-012;IBY656;SOLO;0,05;14,96;32;130;2,5;0,66;0,1;<0.02;134,85;16,4;68;20;42;6,7;37,8;7,61;0,12;0,48;52;107;0,66;0,33;0,03;2,53;0,27;29,1;42,8;265;42;39,2;<0.1;0,01;2,03;32,1;<2;6,1;13,3;1,94;1,37;0,15;26,4;0,75;1,14;3,9;184;4;34,2;4,3;32;227
RG-L-013;IBY657;SOLO;<0.02;12,31;28;137;3;0,65;0,2;<0.02;126,32;16,5;66;19;39,3;6,06;34,2;6,96;0,12;0,54;57,5;98;0,68;0,36;0,03;1,25;0,18;25,7;40,7;314;42;43,6;<0.1;0,02;1,82;26,9;<2;5,9;15,7;1,79;1,47;0,05;25;0,72;1,13;3,7;164;4,3;36,2;4,5;29;197
RG-L-014;IBY658;SOLO;0,1;13,26;30;115;2,8;0,66;0,12;<0.02;130,65;17,9;64;21;40,5;6,19;37;6,93;0,11;0,62;55,9;103;0,74;0,37;0,03;1,34;0,18;26;44,2;279;44,4;74,8;<0.1;0,01;1,82;29;<2;5,8;12,2;2,59;1,59;0,24;26,9;0,72;1,27;3,7;183;4,5;36,4;4,5;35;208
RG-L-015;IBY659;SOLO;0,08;9,83;26;161;3;0,6;0,2;0,02;108,66;17;62;19;40;5,81;33,4;5,83;0,12;0,65;49,2;93;0,67;0,37;0,04;1,11;0,11;20,6;40,3;267;42,5;58,4;<0.1;0,01;1,25;21,7;<2;5,1;14;1,27;1,41;0,1;20,8;0,7;1,2;3,5;147;2,3;33;4,2;29;167
RG-L-016;IBY660;SOLO;0,03;13,2;29;162;2,9;0,63;0,22;0,04;141,16;18,3;74;21;38,5;6,37;35,4;6,78;0,12;0,7;66,1;107;0,74;0,43;0,04;1,16;0,15;26,6;42;303;44,8;68,6;<0.1;0,02;1,7;27,2;<2;5,7;15,1;2,06;1,64;0,15;27,6;0,78;1,27;3,7;178;4,4;41,4;4,9;30;211
RG-L-017;IBY661;SOLO;0,23;11,61;27;1657;3,1;0,61;0,33;0,04;120,76;19,4;63;20;39,6;5,91;36,4;6,48;0,12;0,82;49,8;107;0,69;0,45;0,03;2,68;0,57;22,4;47;248;45,2;72,6;<0.1;0,02;1,49;25,7;<2;5,6;16,7;1,13;1,4;0,19;22,9;0,66;1,27;3,4;162;3,5;34,3;4,4;31;183
RG-L-018;IBY662;SOLO;0,04;13,24;27;164;3,4;0,58;0,15;0,03;140,75;19;68;19;37,1;5,93;34,9;6,34;0,09;0,88;63,6;105;0,74;0,47;0,03;0,99;0,12;24,7;43;271;45,3;85,8;<0.1;0,02;1,53;25,8;<2;5,6;12,5;2,03;1,62;0,08;26,7;0,72;1,25;3,4;163;4,1;41,1;4,9;30;187
RG-L-019;IBY663;SOLO;0,06;9,55;24;1241;3,9;0,58;0,28;<0.02;117,07;19,6;70;19;36,6;5,52;34,5;6,28;0,12;0,88;52;107;0,69;0,45;0,04;2,04;0,42;23,4;45,5;253;44,8;80,1;<0.1;0,02;1,52;21,4;<2;5,8;15,4;1,1;1,44;0,18;21,2;0,64;1,28;3,3;150;4,1;35,6;4,5;30;180
RG-L-020;IBY664;SOLO;0,12;11,87;25;181;3,9;0,59;0,12;<0.02;120,85;19,9;69;19;37,2;6,01;35,8;6,51;0,14;0,99;55,5;117;0,7;0,47;0,03;1,02;0,17;23,8;49,1;269;46,5;98,7;<0.1;0,01;1,58;25,3;<2;6,1;12,3;1,97;1,53;0,16;24,1;0,65;1,31;3,4;167;4,3;37,6;4,6;35;191
RG-L-021;IBY665;SOLO;0,06;12,33;24;212;3,7;0,59;0,12;0,03;127,51;18,8;57;19;35,9;5,73;34,6;6,28;0,13;1,14;60,2;104;0,73;0,5;0,03;1,04;0,09;21,4;51,1;263;43,4;116;<0.1;0,01;1,34;25;<2;5,8;13,1;1,42;1,55;0,08;24,2;0,6;1,33;3,4;156;3,8;39;4,7;35;183
RG-L-022;IBY666;SOLO;0,04;12,39;23;1700;3,9;0,59;0,32;0,02;130,11;19,2;58;19;35,4;5,66;34,2;6,29;0,11;1,17;61,8;107;0,77;0,58;0,03;2,53;0,5;21,2;49,7;262;43,6;120;<0.1;0,02;1,36;25,8;<2;5,5;18,4;1,33;1,68;0,08;24;0,59;1,32;3,5;156;3,9;42,3;5,1;36;188
RG-L-023;IBY667;SOLO;0,07;12,78;22;203;3,8;0,59;0,09;0,04;125,26;19,3;49;18;33,5;5,81;33,5;6,22;0,09;1,21;56,4;111;0,71;0,51;0,03;1,06;0,13;21,1;48,1;233;42,1;120;<0.1;0,01;1,4;24,3;<2;5,6;12,3;1,29;1,5;0,12;22,9;0,57;1,29;3,2;152;3,6;37;4,6;36;185
RG-L-024;IBY668;SOLO;0,05;12,4;22;251;3,8;0,61;0,1;0,02;126,81;20,2;52;17;32,7;5,67;32,6;6,31;0,13;1,35;53,9;106;0,68;0,55;0,04;0,93;0,16;21,1;46,2;235;43,4;131;<0.1;0,01;1,3;24,7;<2;5,5;12,3;1;1,4;0,08;23;0,58;1,26;3,4;160;3,7;34,3;4,4;39;194
RG-L-025;IBY669;SOLO;<0.02;9,03;14;676;3,9;0,5;0,12;0,04;119,11;27;43;11;23,4;4,68;25,3;6,16;0,09;3,98;32,2;78;0,55;1,42;0,29;0,55;0,13;20;39,5;116;41,6;152;<0.1;<0.01;0,94;19,5;<2;4,8;14;1,07;0,87;<0.05;17,2;0,55;1,16;4,1;123;2,7;27,1;3,4;80;192
RG-L-026;IBY670;SOLO;0,07;11,11;20;387;3,3;0,56;0,07;<0.02;101,19;15,3;55;14;28,4;5,21;28,9;6,07;0,13;2,25;46,3;84;0,55;0,71;0,04;0,86;0,12;18,5;40,5;181;32,5;140;<0.1;<0.01;1,1;21,3;<2;5,1;11,3;1,22;1,05;0,07;19,1;0,53;1,15;3,5;154;3;29,5;3,5;44;182
RG-L-027;IBY671;SOLO;0,05;10,9;17;730;3,8;0,54;0,19;<0.02;121,46;17;48;14;29;4,85;28,7;5,42;0,11;1,67;56,6;93;0,65;0,61;0,04;1,16;0,17;17,4;42,3;216;35,2;135;<0.1;0,01;1;19,6;<2;4,9;13,8;0,98;1,31;0,11;20,3;0,48;1,13;3,3;127;2,7;36,6;4,2;35;157
RG-L-028;IBY672;SOLO;0,05;10,46;18;726;2,9;0,53;0,13;<0.02;119,43;17,6;46;15;28,5;4,77;29,1;5,57;0,09;1,35;45,7;85;0,56;0,51;0,02;1,43;0,18;19,3;42,2;187;35,4;131;<0.1;0,01;1,25;19,4;<2;5,3;12,7;0,78;1,06;0,12;19,9;0,54;1,12;3,2;116;3,1;29,8;3,6;34;163
RG-L-029;IBY673;SOLO;0,06;8,9;19;686;3,1;0,5;0,13;0,02;110,01;17,7;40;14;29,3;4,48;28,1;5,39;0,09;1,25;40,5;86;0,53;0,47;0,02;1,46;0,19;20,3;39,8;204;35,5;120;<0.1;0,01;1;18,2;<2;5,8;12,9;0,79;1,03;0,08;19;0,55;1,09;3,3;130;3;27,3;3,5;29;165
RG-L-030;IBY674;SOLO;0,04;10,11;17;217;3,5;0,52;0,05;<0.02;111,87;17;39;14;29,4;4,89;27,6;5,76;0,11;1,33;45,9;85;0,56;0,48;0,02;0,99;0,1;21,2;38,8;203;33,9;120;<0.1;<0.01;1,1;20;<2;5,6;11,6;1,25;1,08;0,06;19,6;0,58;1,1;3,3;128;3,3;29,1;3,6;33;171
RG-L-031;IBY675;SOLO;0,05;9,49;18;222;2,7;0,51;0,06;0,03;114,37;17,9;43;14;27,8;4,61;26,7;6,12;0,13;1,33;41,3;79;0,53;0,48;0,03;0,96;0,15;22,5;37,9;206;32,6;123;<0.1;<0.01;1,12;21,2;<2;5;12,5;1,51;0,96;0,11;20,2;0,59;1,13;3,5;122;3,7;26,1;3,3;35;183
RG-L-032;IBY676;SOLO;<0.02;8,15;17;189;2,4;0,44;0,05;0,03;103,65;14,3;41;12;24,5;3,99;23,8;5,39;0,08;1,12;34,3;68;0,45;0,42;0,02;1,02;0,13;48,6;33;197;28,8;107;<0.1;<0.01;1,11;18,6;<2;4,8;10,1;1,41;0,76;0,07;17,7;0,51;0,94;3,3;111;2,6;21,9;2,8;29;166
RG-L-033;IBY677;SOLO;0,03;5,7;13;998;2;0,39;0,16;<0.02;66,67;12,6;33;10;23,4;3,3;19,6;3,87;0,07;1;22,6;56;0,33;0,35;0,02;1,5;0,32;14,7;28,7;144;23,2;86,1;<0.1;<0.01;0,79;12,3;<2;4,1;12,6;0,65;0,52;0,05;12,2;0,42;0,79;2,9;87;2,3;14,4;1,9;21;119
RG-L-034;IBY678;SOLO;0,02;6,8;17;1374;2,8;0,47;0,27;<0.02;100,18;19,3;43;12;26,3;4,03;24,4;5,83;0,08;1,4;34,4;71;0,47;0,49;0,03;2;0,42;23,3;32,3;210;31,9;110;<0.1;0,01;0,94;17,4;<2;4,6;17,7;0,99;0,87;0,09;16,9;0,63;1,01;3,5;114;3,2;22,2;3,1;26;172
RG-L-035;IBY679;SOLO;<0.02;6,2;15;243;2,7;0,45;0,08;0,03;80,18;18,2;43;11;24,3;3,99;23,4;5,58;0,11;1,46;27,7;70;0,44;0,46;0,03;0,81;0,11;22,8;31,7;205;30,4;100;<0.1;<0.01;0,97;15,4;<2;4,4;13,5;1,58;0,79;0,09;14,1;0,66;0,97;3,3;110;3,2;19,2;2,9;25;170
RG-L-036;IBY680;SOLO;<0.02;8,95;10;516;3,5;0,53;0,15;<0.02;148,27;24,5;57;10;20,3;4,97;25;5,81;0,08;3,6;14,4;55;0,54;1,01;0,1;0,71;0,18;19,6;28,2;161;36,6;144;<0.1;<0.01;0,98;20;<2;4,7;11,8;1,6;0,91;<0.05;15,6;0,59;1,23;3,5;119;3,3;20,7;3,1;64;183
RG-L-037;IBY681;SOLO;<0.02;9,52;19;1703;3,4;0,52;0,33;0,02;126,04;20,6;51;14;27,4;4,62;27,1;6,24;0,1;1,69;45,4;85;0,56;0,61;0,04;2,17;0,5;27,1;36,7;248;35,9;131;<0.1;0,02;1,18;21,6;<2;5,4;23,2;1,93;1,07;0,13;22,4;0,7;1,11;3,7;130;3,9;27,2;3,6;31;193
RG-L-038;IBY682;SOLO;0,03;10,32;22;2688;4;0,57;0,45;0,12;129,42;15,1;84;15;35,2;6,02;30,1;7,42;0,07;3,28;97;70;0,57;0,92;0,02;3,37;0,75;24,6;33,6;387;52,2;165;<0.1;0,02;1,64;24,7;<2;5,4;37,3;1,24;1,06;0,2;21,5;0,6;1,16;3,7;178;4;26,5;3,5;43;234
RG-L-039;IBY683;SOLO;0,03;10,02;19;384;3,5;0,6;0,17;0,03;149,22;16,4;73;14;28,6;5,63;28,9;6,91;0,12;2,29;55,3;87;0,59;0,77;0,01;0,98;0,18;28,1;41,7;171;39,7;138;<0.1;0,01;1,37;23,1;<2;5,3;14,3;1,54;1,18;0,08;20,8;0,67;1,21;3,9;152;1,9;31,5;3,8;39;215
RG-L-040;IBY684;SOLO;<0.02;9,64;17;413;3,4;0,55;0,16;<0.02;123,94;18;59;12;25,1;5;27,1;6,27;0,1;2,46;52,9;77;0,55;0,79;0,06;0,65;0,17;22,6;35,7;223;34,1;141;<0.1;0,01;1,12;21,4;<2;5,1;13,1;1,51;1,07;0,1;18,7;0,63;1,16;3,9;137;3,4;29,1;3,6;42;199
BRANCO_PREP;;SOLO;<0.02;0,12;1;8;<0.1;<0.04;0,02;<0.02;1,41;0,3;<1;<5;2,9;0,4;0,3;0,11;<0.02;0,02;0,9;6;0,02;<0.01;<0.01;0,29;<0.01;0,2;1,7;<50;20,1;1,8;<0.1;<0.01;0,71;<0.5;<2;0,8;0,8;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;<0.1;2;0,2;0,5;<0.1;<1;3
RG-L-041;IBY685;SOLO;<0.02;7,3;19;330;3,4;0,52;0,12;0,02;66,73;19,1;50;14;26,9;4,62;28,6;6,05;0,09;1,93;22,2;89;0,45;0,59;0,04;0,73;0,15;21,4;41,3;192;33,4;119;<0.1;<0.01;1,15;17,5;<2;5,3;11;1,34;0,74;0,09;11,4;0,58;1,22;3,4;135;3,1;17,4;2,8;35;181
RG-L-042;IBY686;SOLO;0,03;10,66;21;305;3,4;0,54;0,14;0,02;108,05;18,6;56;16;29,6;5,09;29,8;6,37;0,13;1,71;37,3;100;0,54;0,59;0,03;0,86;0,17;22,8;41,8;231;36,2;132;<0.1;0,01;1,26;22,9;<2;5,3;12,7;1,43;0,93;<0.05;20,3;0,62;1,21;3,5;148;3,6;24,5;3,4;35;204
RG-L-043;IBY687;SOLO;0,06;10,7;21;331;3,7;0,58;0,12;<0.02;121,91;20,1;58;16;30;5,25;30,2;6,53;0,11;1,79;51,7;102;0,6;0,6;0,04;1,16;0,1;23,6;53,3;259;39,1;144;<0.1;0,01;1,34;23,4;<2;5,5;14,4;1,72;1,19;0,1;21,9;0,63;1,18;3,5;157;3,5;32,2;4;41;207
RG-L-044;IBY688;SOLO;<0.02;8,92;12;614;4,1;0,5;0,2;0,03;82,16;20,4;61;10;18,8;5,15;26,5;6,38;0,12;4,08;25,8;76;0,51;1,27;0,17;0,44;0,15;20,2;37,3;295;28,9;152;<0.1;<0.01;1,22;21;<2;5,1;13,1;1,34;0,76;0,05;17,4;0,54;1,06;3,1;132;3,2;24,6;3,2;76;194
RG-L-045;IBY689;SOLO;<0.02;8,63;22;543;4;0,48;0,17;0,03;181,16;16,2;69;11;29,7;5;25,4;5,72;0,06;3,18;41,7;69;0,5;0,98;0,04;0,68;0,1;18,4;28,2;300;26,5;122;<0.1;0,01;0,78;19,3;<2;4,6;15,1;1,01;0,9;0,06;17,5;0,6;1,02;3,4;137;2,3;24,6;3,1;62;182
RG-L-046;IBY690;SOLO;0,1;9,62;18;1067;3,9;0,54;0,35;<0.02;143,96;12,4;66;14;27,6;4,02;28,7;6,05;0,09;1,92;61,9;96;0,67;0,75;0,02;0,86;0,26;6,4;35,8;96;37,3;125;<0.1;0,01;0,21;20,8;<2;3,8;18,3;0,16;1,31;<0.05;22,5;0,68;1,18;3,1;123;0,5;37,2;4,2;32;199
RG-L-047;IBY691;SOLO;0,08;9,53;9;483;3,4;0,59;0,16;0,02;84,23;14,6;55;13;24,8;3,99;26,2;5,95;0,1;2,46;48,9;95;0,56;0,78;0,06;0,25;0,07;5,1;35,5;141;29,5;139;<0.1;0,01;0,29;19,1;<2;3,6;17,7;0,12;1,02;<0.05;22;0,58;1,15;3,6;104;0,3;28,9;3,5;45;190
RG-L-048;IBY692;SOLO;0,05;9,58;15;437;3,9;0,62;0,22;0,04;76,96;20,2;53;12;26,7;5,47;28,2;5,27;0,11;2,94;22,4;123;0,43;0,86;0,07;0,52;0,12;10,7;42,6;122;35,2;131;<0.1;<0.01;0,56;18,5;<2;4,3;13,4;0,31;0,69;<0.05;13,4;0,44;1,09;4;110;0,7;18,1;2,7;56;160
RG-L-049;IBY693;SOLO;0,03;9,59;17;465;3,9;0,57;0,3;<0.02;77,52;18,8;57;11;29;5,44;26,6;5,53;0,08;2,91;25;198;0,49;1,13;0,08;0,5;0,15;19,5;38,2;169;26,2;120;<0.1;0,01;0,86;16,5;<2;4,5;14,2;1,03;0,8;0,07;10,3;0,51;0,96;4;114;2,3;18,2;3,1;51;178
RG-L-050;IBY694;SOLO;0,05;4;5;176;1,3;0,19;>15;0,04;38,85;4,9;14;<5;8,2;1,31;9,1;1,89;0,03;0,88;29,7;51;0,25;2,81;0,04;0,23;0,03;7,1;20;530;11;46,5;<0.1;0,04;0,39;6,3;<2;2,2;87,6;0,13;0,54;<0.05;7,2;0,17;0,48;1,6;24;1;17,3;1,6;17;59,1
Pulp Duplicates;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RG-L-049;IBY693;REP;0,02;8,88;16;447;3,5;0,57;0,28;0,03;79,15;19;54;11;29,3;5,01;25,9;5,49;0,07;2,65;23,4;186;0,45;1,02;0,07;0,48;0,15;18,7;38,5;157;28,7;109;<0.1;0,01;0,83;17,2;<2;4,6;13,2;1,09;0,75;0,06;10,8;0,49;0,93;3,9;110;2,3;19,5;2,9;50;176
RG-L-041;IBY685;REP;<0.02;7,82;19;325;3,4;0,55;0,14;0,02;69,16;19,4;52;14;27,5;4,66;29;5,87;0,1;1,93;22,9;92;0,45;0,59;0,04;0,78;0,14;21,3;40,5;199;33,6;117;<0.1;0,01;1,22;18,3;<2;5,2;11,8;1,36;0,75;0,07;12,3;0,56;1,13;3,4;135;3,3;18,3;2,9;36;185
BRANCO_PREP;;REP;<0.02;0,13;<1;9;<0.1;<0.04;0,02;<0.02;1,28;0,4;1;<5;3,1;0,43;0,3;0,12;<0.02;0,02;0,9;6;0,02;<0.01;<0.01;0,28;0,01;0,3;1,7;<50;21,1;2;<0.1;<0.01;0,64;<0.5;<2;0,9;0,9;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;<0.1;2;0,1;0,5;<0.1;<1;3,4
Reference Materials;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STD_061;;STD;>10;6,42;509;1196;1,1;6,38;4,91;4,69;20,52;34,9;150;5;3860;4,03;18;1,84;0,27;2,36;12,8;21;0,14;1,23;0,11;171,89;2,17;6,6;52,3;672;892;77,1;<0.1;1,19;93,51;10,2;3;3,7;391;0,43;0,33;0,63;4,5;0,27;1,06;1,9;111;5,6;10,5;1;1147;34,9
TILL-3;;STD;1,49;6,15;85;455;1,3;0,31;1,76;0,09;37,86;13,1;94;<5;20,6;2,77;13,6;5,54;0,03;1,99;18,7;26;0,21;0,92;0,05;1,76;2,2;6,9;43,5;461;26,2;45,8;<0.1;0,02;0,72;9,7;<2;2,3;300;0,29;0,39;<0.05;4,6;0,28;0,33;2;58;0,7;12,2;1,3;48;124
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
