SGS GEOSOL LABORATÓRIOS LTDA.;;;;;Final Report;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Client:;COMPANHIA DE PESQUISA DE RECURSOS MINERAIS CPRM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
File Created:;13/10/2014 13:50:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Job Number:;GY1400884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Number of Samples:;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Project:;4.068.087;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Shipment ID:;3767/SA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P.O. Number:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Received:;10/10/2014 13:50:36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Method;PREPS80P;PREPS80P;PREPS80P;PREPS80P;PREPS80P;PREPS80P;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B
HHE-605;;SOLO;1405;1405;1170;83,27;235;16,73;0,63;6,11;229;313;2,2;0,37;0,8;0,23;88,71;12,9;23;9;18,6;4,35;16,6;0,3;<0.02;0,05;1,03;40,9;36;0,39;1,12;0,24;0,92;0,1;23,5;19,1;341;28,3;114,8;0,02;0,9;12;2;2,1;28,6;3,21;0,85;0,08;17,7;0,46;0,9;2,1;58;2,2;28,6;2,4;117;122,4
HHE-606;;SOLO;1130;1130;950;84,07;180;15,93;<0.02;5,01;116;263;1,9;0,34;2,64;0,3;69,85;9,8;21;8;21,6;3,55;13,7;<0.1;<0.02;0,05;0,93;32,7;20;0,3;0,75;0,15;0,79;0,04;8,3;15,6;1615;22,6;105;0,1;0,71;9,8;3;1,7;24,2;0,27;0,7;0,05;13,1;0,34;0,76;2;37;1,5;22,7;2;105;73,6
HHE-607;;SOLO;1295;1295;1155;89,19;140;10,81;0,31;4,32;55;223;1,8;0,28;9,85;0,24;59,37;8,8;17;7;15,4;2,8;11,6;<0.1;<0.02;0,04;0,69;29,5;18;0,25;1,33;0,13;0,51;0,04;10,1;16,6;885;18,8;82,2;0,06;0,66;8,9;2;1,4;31,4;0,62;0,61;<0.05;11,6;0,28;0,61;1,5;32;1,4;20;1,7;75;76,2
HHE-608;;SOLO;1190;1190;1060;89,08;130;10,92;0,08;4,97;19;246;1,9;0,33;4,32;0,28;70,25;11,1;22;8;18,8;3,25;14,1;<0.1;<0.02;0,05;1,01;34,7;21;0,29;0,96;0,15;1,26;0,06;17,2;19,7;1164;21,7;114,8;0,08;0,76;10,7;3;1,7;15,5;2,28;0,71;<0.05;14,5;0,33;0,97;1,7;36;1,7;22,8;2;100;84,7
HHE-609;;SOLO;1540;1540;1340;87,01;200;12,99;0,73;2,19;27;150;1;0,15;>15;0,12;31,88;5,7;11;<5;8,6;1,47;6,6;<0.1;<0.02;0,02;0,4;19,2;11;0,17;0,58;0,06;0,41;0,02;4,3;15,5;681;10,7;43,8;0,05;0,42;5,5;2;0,8;35,5;0,18;0,4;<0.05;5,8;0,15;0,37;1;19;0,9;13,7;1,1;39;41,6
HHE-610;;SOLO;1545;1545;1365;88,35;180;11,65;0,52;3;26;178;1,3;0,17;>15;0,28;43,69;6,9;13;<5;10,8;2;8,6;<0.1;<0.02;0,03;0,54;26;15;0,22;0,5;0,08;0,49;0,03;6,2;16;975;15,5;59,1;0,06;0,46;6,8;<2;0,8;32,4;0,13;0,54;<0.05;8,5;0,2;0,48;1,3;23;1;17,8;1,4;54;54,2
HHE-611;;SOLO;1235;1235;1090;88,26;145;11,74;0,02;5,56;88;287;1,9;0,39;1,68;0,33;81,63;11,8;25;8;22,2;3,5;15,5;<0.1;<0.02;0,05;1,25;38,4;23;0,34;0,73;0,13;0,64;0,06;9,9;15,3;1458;28,2;123,8;0,08;0,71;10,7;2;1,8;27,7;0,25;0,81;<0.05;15,5;0,39;0,91;2,5;40;1,6;26,4;2,3;113;94,8
HHE-612;;SOLO;1625;1625;1410;86,77;215;13,23;<0.02;5,9;45;475;2,1;0,32;1,51;0,38;76,58;7,4;29;5;18,1;3,35;15,9;<0.1;<0.02;0,06;1,95;40;25;0,37;0,71;0,06;0,59;0,05;9,5;17,5;842;26,3;130,6;0,08;0,51;10,1;2;2;30,2;0,39;0,79;<0.05;16,7;0,38;1,05;2,8;61;1,4;25;2,4;72;109,8
HHE-613;;SOLO;1600;1600;1345;84,06;255;15,94;0,2;6,16;175;553;2,2;0,28;0,36;0,14;96,84;9,4;20;6;25,1;2,98;16,9;<0.1;<0.02;0,06;2,58;47,8;25;0,51;0,56;0,08;0,86;0,24;11,8;14;481;23,3;156,9;0,02;0,53;10,7;3;2;30,7;0,65;1,12;<0.05;19,2;0,47;1,06;3,2;53;1,6;34,6;3,4;82;155,4
HHE-614;;SOLO;1415;1415;1200;84,81;215;15,19;0,22;4,02;172;224;1,8;0,28;7,2;0,36;62,53;10,5;16;6;22,7;2,92;11,3;<0.1;<0.02;0,04;0,86;34,1;18;0,28;1,63;0,16;1,03;0,03;8,4;18;1609;20,6;91,7;0,09;0,82;8,4;<2;1,3;19,7;0,18;0,69;<0.05;11,4;0,29;0,74;1,5;30;1,5;21,9;1,9;83;76,2
HHE-615;;SOLO;1345;1345;1135;84,39;210;15,61;0,25;4,6;115;257;1,8;0,32;4,25;0,37;67,76;10,5;18;7;18,6;3,15;12,5;<0.1;<0.02;0,04;0,8;32,8;21;0,29;1,86;0,17;0,55;0,03;8,9;16,6;1378;22,3;93;0,07;0,96;9,1;<2;1,4;11,2;0,1;0,69;<0.05;12,9;0,33;0,72;1,8;33;1,5;20,9;1,9;89;88,5
HHE-616;;SOLO;1310;1310;1160;88,55;150;11,45;<0.02;5,25;101;218;2,1;0,35;1,59;0,21;78,5;10,6;21;8;19,5;3,47;14,5;<0.1;<0.02;0,05;0,9;37;25;0,33;0,83;0,12;0,59;0,04;9,8;18;708;22,6;101,8;0,05;0,71;10,4;<2;1,6;21,6;0,22;0,76;<0.05;14,5;0,39;0,81;1,8;39;1,5;23,1;2,2;94;96,1
HHE-617;;SOLO;1145;1145;1045;91,27;100;8,73;0,05;5,43;111;231;2;0,32;3,52;0,3;75,34;10,1;20;8;21,7;3,26;14,5;<0.1;<0.02;0,05;0,8;36,3;22;0,3;1,13;0,12;0,54;0,04;9,4;16,2;1193;22,5;96,1;0,06;0,73;10,4;2;1,6;42,8;0,2;0,74;<0.05;13,9;0,36;0,72;1,9;35;1,5;22,1;2;103;87,7
HHE-618;;SOLO;1355;1355;1095;80,81;260;19,19;0,18;4,78;17;223;1,8;0,32;6,51;0,32;65,6;10,2;19;8;19,9;2,99;13,1;<0.1;<0.02;0,04;0,85;32,3;19;0,27;0,89;0,14;0,67;0,04;14,5;16,3;1810;20,9;101,5;0,1;0,7;9,4;2;1,4;31;0,56;0,65;<0.05;12,7;0,32;0,78;1,8;32;1,4;20,1;1,8;101;79,8
HHE-619;;SOLO;1245;1245;1115;89,56;130;10,44;0,02;5,6;17;256;2,3;0,4;2,11;0,37;81,61;11,4;24;8;29,4;3,57;15,7;<0.1;<0.02;0,06;1,06;39,5;24;0,33;0,87;0,16;0,68;0,05;12,8;16,4;1837;24,1;120,4;0,08;0,79;11;2;1,7;31,4;0,56;0,78;<0.05;14,7;0,39;1,15;2,3;40;1,8;24,3;2,1;132;89,7
HHE-620;;SOLO;1285;1285;1145;89,11;140;10,9;0,06;5,08;13;224;1,7;0,32;4,64;0,27;71,87;10,2;22;8;20,8;3,46;13,9;<0.1;<0.02;0,05;0,8;34,5;22;0,3;0,79;0,14;0,8;0,03;9,9;18,5;1002;22,6;103,5;0,07;0,74;9,8;<2;1,6;39,2;0,18;0,71;<0.05;13,6;0,35;0,8;1,7;38;1,5;21,8;2;99;88,8
HHE-621;;SOLO;1340;1340;1160;86,57;180;13,43;0,15;5,26;28;235;2,1;0,33;4,9;0,29;73,31;10,3;21;8;21;3,22;14,1;<0.1;<0.02;0,05;0,82;35,4;23;0,31;0,81;0,14;0,69;0,03;10,6;18,3;994;23,1;107,7;0,08;0,74;10,2;2;1,7;46,3;0,22;0,72;<0.05;13,9;0,36;0,79;1,8;37;1,5;23;2;99;90,9
HHE-622;;SOLO;1670;1670;1440;86,23;230;13,77;0,29;3,91;98;262;1,9;0,23;10,63;0,91;59,13;11,1;19;6;23;3,39;10,5;<0.1;<0.02;0,04;0,86;30;15;0,25;1,4;0,24;1,07;0,04;6,9;18,8;2535;30,7;91,6;0,09;0,67;8;2;1;50,1;0,11;0,61;<0.05;10,5;0,26;0,67;1,7;31;1,5;19,6;1,7;133;61,4
HHE-623;;SOLO;1280;1280;1100;85,94;180;14,06;0,09;5,34;105;303;2,3;0,42;4,14;0,55;77,77;11,2;20;7;24,7;3,68;14,4;<0.1;<0.02;0,05;1,07;38,9;23;0,34;1,31;0,21;0,85;0,05;8,2;19,7;2180;26,2;117,1;0,09;0,77;10,7;2;2,1;39,3;0,32;0,83;0,24;16,6;0,35;1,11;2,3;41;2,1;25,5;2,2;113;78,8
HHE-624;;SOLO;1615;1615;1310;81,12;305;18,89;<0.02;6,12;85;293;2,3;0,39;2,11;0,31;88,73;12,7;22;9;21;4,03;17,3;<0.1;<0.02;0,06;0,93;42,7;32;0,35;1,14;0,17;0,81;0,04;9,7;20;614;27,2;111,6;0,03;0,8;12;<2;2,1;25,4;0,18;0,85;0,08;17;0,42;0,97;2,1;48;1,8;26,4;2,4;105;101,4
HHE-625;;SOLO;1335;1335;1085;81,27;250;18,73;<0.02;5,72;146;308;2,7;0,37;1,65;0,38;81,23;12,3;28;8;17,8;4,39;16,4;<0.1;<0.02;0,06;1,11;40,4;32;0,33;1,36;0,21;0,9;0,04;12,2;18,9;1264;26,4;123;0,06;0,86;11,1;2;2;19,6;0,28;0,81;0,07;15,8;0,39;0,93;2,4;52;2;25,9;2,4;105;100,6
HHE-626;;SOLO;1670;1670;1400;83,83;270;16,17;<0.02;4,67;80;202;2;0,25;0,64;0,39;68,63;8,5;20;6;14,1;3,01;13,1;<0.1;<0.02;0,04;0,96;37,2;49;0,34;0,64;0,1;0,73;0,02;7,9;15;703;24,9;101,4;0,04;1,41;9,2;<2;1,4;6,1;0,13;0,83;0,05;12,4;0,28;0,68;2,2;50;1,4;28,4;2,4;48;72,2
HHE-627;;SOLO;1530;1530;1220;79,74;310;20,26;<0.02;5,93;90;264;2,6;0,31;0,85;0,45;93,97;10,2;29;6;21,8;3,7;16,4;<0.1;<0.02;0,06;1,5;48;47;0,47;1,06;0,13;0,86;0,02;9,2;19,1;793;33,1;139,8;0,04;1,44;11,2;2;1,9;22;0,11;1,04;0,05;16,3;0,33;0,83;3,1;71;1,7;35,4;3;65;94
HHE-628;;SOLO;1360;1360;1010;74,27;350;25,74;<0.02;5,67;30;391;2,8;0,3;1,24;1,32;98,18;10;42;6;27;3,75;17,2;<0.1;<0.02;0,06;2,21;49,4;36;0,58;1,09;0,11;0,76;0,04;21,1;21,7;1505;25,8;148,2;0,06;1,13;11,4;3;2,4;7,7;1,44;1,24;0,05;19,4;0,37;0,89;3,5;108;1,8;43,3;3,9;82;125,5
HHE-629;;SOLO;1635;1635;1365;83,49;270;16,51;<0.02;6,66;21;565;2,5;0,39;0,66;0,15;85,62;7,7;33;6;19,3;3,39;18,1;<0.1;<0.02;0,07;2,74;45;30;0,42;0,68;0,06;0,73;0,08;20,8;18,5;809;22,6;159,5;0,07;0,62;11,6;2;2,7;23,9;2,08;0,9;<0.05;20,4;0,41;1,01;3,7;70;1,9;26,8;2,7;63;126,9
HHE-630;;SOLO;1435;1435;1135;79,09;300;20,91;<0.02;6,25;44;380;2,4;0,4;1,28;0,28;90,89;10,7;30;8;23;3,88;17,8;<0.1;<0.02;0,06;1,62;44,6;28;0,4;0,78;0,11;0,79;0,06;17,7;19;851;25,8;138,6;0,04;0,87;12;2;2,3;17,9;1,81;0,92;0,05;18,2;0,42;1,08;2,8;54;1,9;28,7;2,6;105;108,2
HHE-631;;SOLO;1170;1170;960;82,05;210;17,95;0,07;5,63;18;276;2,2;0,36;3,35;0,27;80,56;10;22;8;18,1;3,33;15,7;<0.1;<0.02;0,06;1,13;39,8;23;0,34;0,76;0,1;0,67;0,05;12,8;16,6;1069;23,1;116,9;0,06;0,71;10,9;2;1,9;13,8;0,9;0,82;<0.05;15,1;0,39;0,84;2,3;39;1,6;25,3;2,2;98;93,6
HHE-632;;SOLO;1265;1265;1045;82,61;220;17,39;0,21;4,75;39;241;1,7;0,31;8,52;0,22;70,21;9,2;21;7;15,6;3;13,3;<0.1;<0.02;0,05;0,93;38,2;20;0,3;0,64;0,09;0,7;0,04;8,4;17,5;1024;19,9;102,9;0,06;0,66;9,7;2;1,7;24,5;0,17;0,77;<0.05;12,4;0,32;0,72;2;35;1,3;23,7;2,1;81;80,7
HHE-633;;SOLO;1885;1885;1515;80,37;370;19,63;0,3;3,18;35;304;1,8;0,18;13,93;0,44;51,44;9,2;17;<5;20,9;2,91;9;<0.1;<0.02;0,03;0,52;26,9;14;0,27;3,05;0,22;0,74;0,02;4,1;20,3;4104;43;69,1;0,05;0,76;7,5;<2;0,4;25;<0.05;0,6;<0.05;8,8;0,22;0,64;2,1;33;1,4;25;1,8;100;26,7
HHE-634;;SOLO;1620;1620;1280;79,01;340;20,99;0,12;3,6;168;300;1,8;0,23;9,1;0,82;59,92;10,9;17;5;24,8;3,22;10,3;<0.1;<0.02;0,04;0,71;30,2;14;0,29;2,23;0,24;0,69;0,03;3,5;20;4949;34,2;78,9;0,06;0,6;7,8;<2;0,3;34,5;<0.05;0,67;<0.05;10,3;0,24;0,71;2,6;37;1,7;24,5;1,9;138;33,3
HHE-635;;SOLO;1410;1410;1140;80,85;270;19,15;<0.02;5,44;110;324;2,2;0,33;1,29;0,35;82,01;11,3;22;8;24,5;3,71;14,7;<0.1;<0.02;0,05;0,9;39,4;25;0,32;0,86;0,17;0,77;0,05;9,5;18,5;716;25,6;111,3;0,04;0,75;10,6;<2;1,7;35,6;0,48;0,79;<0.05;14,4;0,39;0,79;1,9;40;1,4;25,8;2,2;119;99,2
HHE-636;;SOLO;1725;1725;1485;86,09;240;13,91;0,24;5,64;135;337;2;0,32;0,81;0,29;88,6;12,1;22;7;25,2;3,24;14,5;<0.1;<0.02;0,05;1,21;39,7;27;0,34;0,68;0,15;1,1;0,07;9,2;17,8;606;27,4;123,4;0,03;0,61;10,2;3;1,8;53,9;0,2;0,8;<0.05;15,5;0,41;0,91;2,1;46;1,4;24,5;2,3;98;108,9
HHE-637;;SOLO;1630;1630;1300;79,76;330;20,25;0,11;5,42;132;377;2,3;0,31;0,73;0,22;95,41;13,6;23;7;18,3;3,45;13,9;<0.1;<0.02;0,05;0,73;48;24;0,41;0,63;0,19;0,89;0,03;9,3;19,7;535;28,2;89,9;0,03;0,7;9,8;2;1,6;35,7;0,24;1;<0.05;14,6;0,38;0,78;2;48;1,4;34,2;2,8;76;111,7
HHE-638;;SOLO;1400;1400;1100;78,57;300;21,43;0,46;4,77;50;336;1,8;0,3;5,69;0,44;64,64;8,6;32;5;25,4;2,53;12,6;<0.1;<0.02;0,05;1,61;32,6;23;0,3;2,09;0,12;0,97;0,07;12;13,6;2334;24,8;116,9;0,09;0,81;8,8;<2;1,6;47,5;0,3;0,65;<0.05;13,2;0,29;0,9;2,5;41;1,6;21,4;1,9;116;98,7
HHE-639;;SOLO;1625;1625;1335;82,15;290;17,85;<0.02;5,97;61;319;2,3;0,39;1,56;0,29;86,96;11,5;31;8;21,9;3,77;17,2;<0.1;<0.02;0,06;1,38;44,3;27;0,38;1,22;0,14;1,04;0,06;21,4;18,5;1140;29,5;127;0,06;0,89;11,7;3;2,2;15,9;1,47;0,89;0,05;17,4;0,41;1,35;2,3;49;1,8;30;2,5;111;101
BRANCO_PREP;;SOLO;N.A.;N.A.;N.A.;N.A.;N.A.;N.A.;<0.02;0,06;<1;<5;<0.1;<0.04;<0.01;<0.02;0,82;0,3;2;<5;1,7;0,59;0,3;0,1;<0.02;<0.02;<0.01;0,5;1;<0.01;<0.01;<0.01;1,63;0,02;0,7;1,5;<50;1,6;0,6;<0.01;0,09;1,1;<2;<0.3;<0.5;<0.05;<0.05;<0.05;<0.2;<0.01;<0.02;<0.1;2;0,2;<0.1;<0.1;<1;2,8
HHE-640;;SOLO;1230;1230;990;80,49;240;19,51;0,07;5,71;24;313;2,1;0,38;1,97;0,34;82,08;11,3;25;8;39,2;3,39;15,9;<0.1;<0.02;0,06;1,6;40;23;0,33;0,82;0,14;0,96;0,07;12,9;16,8;2368;24,1;132;0,1;0,78;11,1;2;1,9;55,8;0,66;0,8;<0.05;15,8;0,39;1,4;2,8;42;1,7;25,7;2,3;141;97,1
HHE-641;;SOLO;1575;1575;1350;85,71;225;14,29;<0.02;6,87;23;513;2,5;0,35;0,63;0,24;85,3;9,2;35;7;18,1;4,04;19;<0.1;<0.02;0,07;2,17;43;33;0,41;0,84;0,09;0,94;0,19;19,6;17,7;698;24,6;148,8;0,04;0,67;11,7;2;2,3;24,3;2,26;0,88;0,05;17,7;0,37;1,14;2,7;64;1,7;28,8;2,7;92;115,1
HHE-642;;SOLO;1445;1445;1185;82,01;260;17,99;<0.02;6,49;74;491;2,5;0,35;1,3;0,84;102,24;10,7;29;7;26,2;3,95;18,8;<0.1;<0.02;0,06;2,38;48,1;44;0,52;1,17;0,13;0,86;0,13;12;20,1;1782;24,8;159,5;0,07;0,78;11,9;3;2,3;18,3;0,69;1,14;<0.05;16,9;0,37;1,1;3,4;69;1,7;39,6;3,4;118;119,4
HHE-643;;SOLO;1710;1710;1380;80,7;330;19,3;<0.02;6,68;80;508;2,8;0,34;1,13;0,76;100,96;10,9;28;7;25,6;4,03;19,5;<0.1;<0.02;0,07;2,42;47,5;45;0,52;1,17;0,12;0,73;0,13;12,9;20,9;1579;25,4;160,6;0,06;0,76;12,2;3;2,4;17,5;0,36;1,14;<0.05;17,2;0,38;1,13;3,5;71;1,7;40,2;3,4;117;124
HHE-644;;SOLO;1840;1840;1510;82,07;330;17,94;0,18;6,02;150;517;2,9;0,5;0,59;0,26;82,15;11,1;31;8;24,1;3,73;18,4;0,5;<0.02;0,08;2,48;40,2;43;0,45;1,04;0,09;2,19;0,12;24,8;22,4;544;21;145;0,03;0,87;14,4;3;4,1;14,3;3,19;0,92;0,75;21,7;0,4;1,68;3,3;71;3,3;29,5;2,9;104;135,5
HHE-645;;SOLO;1600;1600;1330;83,13;270;16,88;0,11;5,14;22;372;2;0,28;1,09;0,18;70,09;9,7;23;7;19,1;3,33;14,8;<0.1;<0.02;0,05;1,56;36,1;42;0,35;0,85;0,09;1,07;0,05;12,3;17,5;721;18,5;119,3;0,04;0,66;10,7;2;2;13,6;1,24;0,76;0,13;14,5;0,33;0,93;2,3;56;1,7;23,5;2,3;77;100
HHE-646;;SOLO;1750;1750;1430;81,71;320;18,29;0,09;5,47;29;445;1,8;0,26;2,74;0,23;77,11;8,9;19;6;23,1;3,24;14,1;<0.1;<0.02;0,05;1,56;37,7;24;0,34;0,81;0,1;0,71;0,13;8,9;16,1;1206;24,7;108,2;0,05;0,72;10,5;<2;1,8;42,6;0,42;0,75;<0.05;13,9;0,37;0,74;1,8;41;1,4;23,1;2,2;91;93,4
HHE-647;;SOLO;1775;1775;1475;83,1;300;16,9;<0.02;5,41;43;716;1,6;0,14;4,38;0,14;107,85;15,2;36;<5;34;4,52;16;<0.1;<0.02;0,06;1,56;49,9;28;0,41;1,29;0,11;0,87;0,66;16,5;27,2;1376;15,6;87,8;0,04;0,37;18,8;3;1,6;165,5;1,86;1,11;<0.05;11,6;0,52;0,43;1,4;73;1,4;30,9;2,7;98;76,1
HHE-648;;SOLO;1785;1785;1415;79,27;370;20,73;<0.02;6,19;89;531;2,3;0,24;2,56;0,32;104,52;14,5;17;7;33;4,43;18,9;<0.1;<0.02;0,07;1,44;53,6;36;0,45;1,89;0,2;0,95;0,39;11,4;23,4;1866;29,8;121,3;0,06;0,8;16,5;2;1,8;63,5;1,1;1,16;<0.05;12,5;0,45;0,71;1,8;54;1,6;35,2;3;129;72
HHE-649;;SOLO;1925;1925;1555;80,78;370;19,22;<0.02;5,07;49;224;2,2;0,28;1,15;0,33;84,64;9,6;18;7;14,2;3;15,2;<0.1;<0.02;0,05;1,19;40,4;41;0,34;1,01;0,12;1,25;0,03;8,3;16,9;939;31,8;126,1;0,04;1,2;10,3;<2;1,9;3,6;0,28;0,84;<0.05;13,2;0,3;0,79;2,4;52;1,5;26,7;2,3;78;76,5
