SGS GEOSOL LABORATÓRIOS LTDA.;;;;;Final Report;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Client:;CPRM - Cia de Pesquisa de Recursos Minerais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
File Created:;19/8/2010 20:16:16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Job Number:;GQ1005408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Number of Samples:;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Project:;C.C. 4068-500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Shipment ID:;Lote 1562;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
P.O. Number:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Received:;19/8/2010 20:16:16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;Method;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B;ICM40B
RG-L-257;IBY901;SOLO;0,09;4,9;12;73;1,2;0,16;0,22;0,03;41,83;6,9;19;<5;9,5;2,66;10,3;1,68;0,02;0,06;20,3;49;0,21;0,15;0,03;0,49;0,02;6,2;13,8;265;13,6;9,3;<0.1;0,01;0,61;7,2;<2;2;9,7;0,1;0,47;<0.05;7,7;0,33;0,18;1,1;52;1;14,6;1,5;21;69,4
RG-L-258;IBY902;SOLO;0,07;5,8;15;67;1,9;0,2;0,11;<0.02;53,18;9,1;22;<5;13;3,06;14,7;2,37;0,08;0,07;26,1;56;0,28;0,19;0,03;0,67;0,02;9,2;19,8;226;18,5;13,8;<0.1;0,01;0,86;9,9;<2;2,7;7,8;0,21;0,62;0,08;9,9;0,35;0,28;1,4;60;1,4;19;1,9;22;76,2
RG-L-259;IBY903;SOLO;0,06;4,69;13;62;1,6;0,18;0,11;0,02;47,83;7,9;17;<5;10,8;2,49;12;1,98;0,03;0,06;21,9;46;0,23;0,15;0,03;0,56;0,02;7,6;15,9;191;15,9;12,1;<0.1;0,01;0,62;8,2;<2;2,5;7,2;0,1;0,5;<0.05;8,7;0,32;0,26;1,2;50;1;16;1,5;18;64,3
RG-L-260;IBY904;SOLO;0,06;4,31;10;64;1,7;0,16;0,17;<0.02;41,83;7,1;15;<5;9,4;2,74;10,6;1,74;0,07;0,07;20,1;43;0,21;0,15;0,03;0,59;0,02;7;15;212;14,1;11,9;<0.1;0,01;0,57;7,3;<2;2,2;7,3;0,15;0,49;<0.05;7,7;0,28;0,24;1,2;47;1,1;14,5;1,4;18;60,1
RG-L-261;IBY905;SOLO;0,05;3,97;11;57;1,3;0,15;0,12;<0.02;38,46;6,2;13;<5;7,9;2,18;9,8;1,59;0,03;0,06;18,9;40;0,2;0,16;0,03;0,42;0,02;6,6;13;191;12,8;11,1;<0.1;0,01;0,52;6,6;<2;2,1;6,4;0,08;0,44;<0.05;7,2;0,25;0,22;1,2;42;1;13,8;1,4;16;54,7
RG-L-262;IBY906;SOLO;0,08;4,36;11;63;1,7;0,19;0,08;<0.02;41,41;6,8;15;<5;8,6;2;10,7;1,79;0,03;0,07;20,3;44;0,23;0,2;0,03;0,39;0,02;8;14,4;182;13,9;13,6;<0.1;0,01;0,53;7,5;<2;2,5;5,8;0,17;0,51;<0.05;7,7;0,26;0,24;1,3;46;1,1;15,7;1,6;21;62,8
RG-L-263;IBY907;SOLO;0,05;4,39;11;56;1,3;0,2;0,11;<0.02;36,87;6,8;15;<5;8,1;2,45;10,3;1,62;0,03;0,05;18,3;43;0,21;0,16;0,03;0,54;0,01;7,1;14,7;180;13,8;15;<0.1;0,01;0,55;7;<2;2,2;6,3;0,16;0,5;0,06;7,5;0,27;0,22;1,1;46;1,3;14,1;1,5;18;60,2
RG-L-264;IBY908;SOLO;0,06;4,31;12;51;1,6;0,18;0,09;<0.02;39,94;7,3;13;<5;8,5;2,07;10,8;1,83;0,07;0,05;20,1;42;0,21;0,16;0,03;0,49;0,01;7,2;15,6;196;14,5;11,8;<0.1;0,01;0,58;7,3;<2;2,3;5,9;0,23;0,47;<0.05;7,7;0,26;0,21;1,2;46;1;15,2;1,5;18;62
RG-L-265;IBY909;SOLO;0,08;2,96;10;46;1,3;0,15;0,1;0,03;28,59;5,7;11;<5;7,7;1,75;7,5;1,3;0,07;0,05;14;30;0,19;0,13;0,03;0,52;0,01;5,4;10,9;138;10,3;10,8;<0.1;<0.01;0,43;5,4;<2;1,8;4,9;0,11;0,37;<0.05;5,2;0,19;0,17;1,1;38;1;12,2;1,2;14;41,9
Pulp Duplicates;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RG-L-264;IBY908;REP;0,07;4,22;13;50;1,7;0,18;0,09;0,03;38,93;7,2;15;<5;9,2;2,21;10,7;1,83;0,05;0,05;19,6;41;0,23;0,16;0,03;0,59;0,01;7,6;14,8;192;14,3;11,1;<0.1;0,01;0,63;7,3;<2;2,3;6;0,21;0,48;0,06;7,5;0,27;0,2;1,1;45;1;15,4;1,5;18;60,7
Reference Materials;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STD_028;;STD;0,14;9,36;18;586;1,4;0,62;2,63;0,17;30,32;8,5;70;<5;30;3,52;20,4;1,47;0,08;1,69;15,8;7;0,11;0,67;0,03;3,43;2,07;5,8;7,9;1069;18,6;61,9;<0.1;3,8;1,21;6,7;<2;1,9;586;0,48;0,27;0,66;3,9;0,33;0,61;1,2;94;1,5;7,7;0,7;74;53
STD_061;;STD;>10;7,4;530;1164;1,4;5,66;4,94;4,59;24,7;35,4;158;5;3597;4,32;18,3;1,07;0,26;2,25;13,1;20;0,15;1,29;0,11;180,65;2,56;5,4;53,2;726;986;86,9;<0.1;1,12;85,52;10;4;3,9;408;0,18;0,34;0,77;4,8;0,26;0,94;1,9;106;5,1;11,1;1;1078;30,5
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
